portfolio_set,portfolio_mode,fold,net_pnl,stress_pnl,active_days
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,6,3083.4,3042.4,41
audit_a_best_plus_phase13a,max_one_trade_per_session,1,-225.33,-264.33,39
audit_a_best_plus_phase13a,max_one_trade_per_session,2,738.08,699.08,39
audit_a_best_plus_phase13a,max_one_trade_per_session,3,-867.79,-906.79,39
audit_a_best_plus_phase13a,max_one_trade_per_session,4,155.5,116.5,39
audit_a_best_plus_phase13a,max_one_trade_per_session,5,2340.75,2301.75,39
audit_a_best_plus_phase13a,max_one_trade_per_session,6,1992.44,1951.44,41
top_cross_family_plus_phase13a,raw_sum_diagnostic,1,-1457.51,-1498.51,41
top_cross_family_plus_phase13a,raw_sum_diagnostic,2,2135.0,2094.0,41
top_cross_family_plus_phase13a,raw_sum_diagnostic,3,-428.31,-469.31,41
top_cross_family_plus_phase13a,raw_sum_diagnostic,4,759.55,718.55,41
top_cross_family_plus_phase13a,raw_sum_diagnostic,5,2918.15,2877.15,41
top_cross_family_plus_phase13a,raw_sum_diagnostic,6,2515.03,2474.03,41
top_cross_family_plus_phase13a,one_trade_at_a_time_chronological,1,-1236.61,-1275.61,39
top_cross_family_plus_phase13a,one_trade_at_a_time_chronological,2,1518.07,1479.07,39
top_cross_family_plus_phase13a,one_trade_at_a_time_chronological,3,1064.6,1025.6,39
top_cross_family_plus_phase13a,one_trade_at_a_time_chronological,4,-122.43,-161.43,39
top_cross_family_plus_phase13a,one_trade_at_a_time_chronological,5,1663.38,1624.38,39
top_cross_family_plus_phase13a,one_trade_at_a_time_chronological,6,2098.69,2059.69,39
top_cross_family_plus_phase13a,max_one_trade_per_session,1,-1152.96,-1191.96,39
top_cross_family_plus_phase13a,max_one_trade_per_session,2,1275.64,1236.64,39
top_cross_family_plus_phase13a,max_one_trade_per_session,3,-117.89,-156.89,39
top_cross_family_plus_phase13a,max_one_trade_per_session,4,-475.13,-514.13,39
top_cross_family_plus_phase13a,max_one_trade_per_session,5,1298.87,1259.87,39
top_cross_family_plus_phase13a,max_one_trade_per_session,6,1571.1,1532.1,39
diversifier_only_phase13a,raw_sum_diagnostic,1,-275.68,-316.68,41
diversifier_only_phase13a,raw_sum_diagnostic,2,475.24,434.24,41
diversifier_only_phase13a,raw_sum_diagnostic,3,-1438.72,-1479.72,41
diversifier_only_phase13a,raw_sum_diagnostic,4,712.54,671.54,41
diversifier_only_phase13a,raw_sum_diagnostic,5,2262.5,2221.5,41
diversifier_only_phase13a,raw_sum_diagnostic,6,26.12,-14.88,41
diversifier_only_phase13a,one_trade_at_a_time_chronological,1,-13.14,-33.14,20
diversifier_only_phase13a,one_trade_at_a_time_chronological,2,171.4,151.4,20
diversifier_only_phase13a,one_trade_at_a_time_chronological,3,-1143.03,-1163.03,20
diversifier_only_phase13a,one_trade_at_a_time_chronological,4,202.69,182.69,20
diversifier_only_phase13a,one_trade_at_a_time_chronological,5,1190.12,1170.12,20
diversifier_only_phase13a,one_trade_at_a_time_chronological,6,-8.36,-31.36,23
diversifier_only_phase13a,max_one_trade_per_session,1,-13.14,-33.14,20
diversifier_only_phase13a,max_one_trade_per_session,2,171.4,151.4,20
diversifier_only_phase13a,max_one_trade_per_session,3,-967.61,-987.61,20
diversifier_only_phase13a,max_one_trade_per_session,4,469.92,449.92,20
diversifier_only_phase13a,max_one_trade_per_session,5,1190.12,1170.12,20
diversifier_only_phase13a,max_one_trade_per_session,6,28.31,5.31,23
all_parked_modules_with_phase13a,raw_sum_diagnostic,1,-3328.77,-3369.77,41
all_parked_modules_with_phase13a,raw_sum_diagnostic,2,35.3,-5.7,41
all_parked_modules_with_phase13a,raw_sum_diagnostic,3,10763.74,10722.74,41
all_parked_modules_with_phase13a,raw_sum_diagnostic,4,3947.02,3906.02,41
all_parked_modules_with_phase13a,raw_sum_diagnostic,5,3917.28,3876.28,41
all_parked_modules_with_phase13a,raw_sum_diagnostic,6,13612.2,13571.2,41
all_parked_modules_with_phase13a,one_trade_at_a_time_chronological,1,-2592.81,-2632.81,40
all_parked_modules_with_phase13a,one_trade_at_a_time_chronological,2,-485.5,-525.5,40
all_parked_modules_with_phase13a,one_trade_at_a_time_chronological,3,514.01,474.01,40
all_parked_modules_with_phase13a,one_trade_at_a_time_chronological,4,-609.13,-649.13,40
all_parked_modules_with_phase13a,one_trade_at_a_time_chronological,5,-1819.02,-1859.02,40
all_parked_modules_with_phase13a,one_trade_at_a_time_chronological,6,1943.77,1903.77,40
all_parked_modules_with_phase13a,max_one_trade_per_session,1,-962.89,-1002.89,40
all_parked_modules_with_phase13a,max_one_trade_per_session,2,1197.61,1157.61,40
all_parked_modules_with_phase13a,max_one_trade_per_session,3,-546.63,-586.63,40
all_parked_modules_with_phase13a,max_one_trade_per_session,4,-375.03,-415.03,40
all_parked_modules_with_phase13a,max_one_trade_per_session,5,465.72,425.72,40
all_parked_modules_with_phase13a,max_one_trade_per_session,6,1143.37,1103.37,40
rare_plus_diversifier_modules,raw_sum_diagnostic,1,-96.92,-137.92,41
rare_plus_diversifier_modules,raw_sum_diagnostic,2,326.11,285.11,41
rare_plus_diversifier_modules,raw_sum_diagnostic,3,-1091.65,-1132.65,41
rare_plus_diversifier_modules,raw_sum_diagnostic,4,1535.32,1494.32,41
rare_plus_diversifier_modules,raw_sum_diagnostic,5,2881.08,2840.08,41
rare_plus_diversifier_modules,raw_sum_diagnostic,6,3292.59,3251.59,41
rare_plus_diversifier_modules,one_trade_at_a_time_chronological,1,-255.91,-288.91,33
rare_plus_diversifier_modules,one_trade_at_a_time_chronological,2,33.63,0.63,33
rare_plus_diversifier_modules,one_trade_at_a_time_chronological,3,-563.0,-596.0,33
rare_plus_diversifier_modules,one_trade_at_a_time_chronological,4,677.26,644.26,33
rare_plus_diversifier_modules,one_trade_at_a_time_chronological,5,1933.58,1900.58,33
rare_plus_diversifier_modules,one_trade_at_a_time_chronological,6,2865.82,2832.82,33
rare_plus_diversifier_modules,max_one_trade_per_session,1,-265.39,-298.39,33
rare_plus_diversifier_modules,max_one_trade_per_session,2,-213.63,-246.63,33
rare_plus_diversifier_modules,max_one_trade_per_session,3,-346.19,-379.19,33
rare_plus_diversifier_modules,max_one_trade_per_session,4,203.55,170.55,33
rare_plus_diversifier_modules,max_one_trade_per_session,5,1704.39,1671.39,33
rare_plus_diversifier_modules,max_one_trade_per_session,6,1657.05,1624.05,33
greedy_low_correlation_with_phase13a,raw_sum_diagnostic,1,-1199.47,-1240.47,41
greedy_low_correlation_with_phase13a,raw_sum_diagnostic,2,1931.02,1890.02,41
greedy_low_correlation_with_phase13a,raw_sum_diagnostic,3,682.04,641.04,41
greedy_low_correlation_with_phase13a,raw_sum_diagnostic,4,173.47,132.47,41
greedy_low_correlation_with_phase13a,raw_sum_diagnostic,5,2447.6,2406.6,41
greedy_low_correlation_with_phase13a,raw_sum_diagnostic,6,4534.36,4493.36,41
greedy_low_correlation_with_phase13a,one_trade_at_a_time_chronological,1,-1175.93,-1215.93,40
greedy_low_correlation_with_phase13a,one_trade_at_a_time_chronological,2,1580.65,1540.65,40
greedy_low_correlation_with_phase13a,one_trade_at_a_time_chronological,3,1409.06,1369.06,40
greedy_low_correlation_with_phase13a,one_trade_at_a_time_chronological,4,28.04,-11.96,40
greedy_low_correlation_with_phase13a,one_trade_at_a_time_chronological,5,1486.72,1446.72,40
greedy_low_correlation_with_phase13a,one_trade_at_a_time_chronological,6,4089.48,4046.48,43
greedy_low_correlation_with_phase13a,max_one_trade_per_session,1,-920.67,-960.67,40
greedy_low_correlation_with_phase13a,max_one_trade_per_session,2,893.4,853.4,40
greedy_low_correlation_with_phase13a,max_one_trade_per_session,3,-411.13,-451.13,40
greedy_low_correlation_with_phase13a,max_one_trade_per_session,4,-667.14,-707.14,40
greedy_low_correlation_with_phase13a,max_one_trade_per_session,5,1112.63,1072.63,40
greedy_low_correlation_with_phase13a,max_one_trade_per_session,6,1070.74,1027.74,43
