phase8m_rank,candidate_id,base_filter,exit_model,risk_model,max_trades_per_day,min_minutes_between_entries,stop_after_loss,stop_after_win,daily_loss_lockout_r,daily_profit_lockout_r,diagnostic_only,source_trades,trades,removed_trades,active_days,active_days_pct,trades_per_active_day,net_pnl,stress_pnl,discovery_pnl,validation_pnl,holdout_pnl,walk_forward_test_pnl,walk_forward_stress_pnl,walk_forward_test_trades,positive_wf_test_folds,positive_wf_test_folds_pct,worst_wf_test_fold,walk_forward_folds,max_drawdown,walk_forward_max_drawdown,best_day_pnl,best_day_concentration,best_trade_pnl,best_trade_concentration,walk_forward_day_concentration,walk_forward_trade_concentration,phase8m_score,phase8m_label,reject_reasons
144,exclude_10_00_10_30__fixed_r_1_5_time30__mt1_gap60_sal1_saw1_dl1.0_dp1.0,exclude_10_00_10_30,fixed_r_1_5_time30,mt1_gap60_sal1_saw1_dl1.0_dp1.0,1,60,True,True,1.0,1.0,False,2165,175,1990,175,1.0,1.0,-652.25,-827.25,-1274.7,279.85,342.6,757.25,682.25,75,3,1.0,90.0,3,-1882.94,-296.22,295.01,1.0,295.01,1.0,1.186222,1.186222,-198.901,phase8m_rejected_low_activity,low trade count; negative net PnL; negative stress PnL; negative discovery split; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
145,base_pre_14_00__fixed_r_1_5_time30__mt2_gap60_sal1_saw0_dl1.0_dpnone,base_pre_14_00,fixed_r_1_5_time30,mt2_gap60_sal1_saw0_dl1.0_dpnone,2,60,True,False,1.0,none,False,2165,210,1955,175,1.0,1.2,-531.65,-741.65,-1153.03,501.43,119.95,789.71,693.71,96,3,1.0,28.58,3,-1880.33,-393.9,291.77,1.0,295.01,1.0,7.663401,5.030091,-198.9669,phase8m_rejected_low_activity,low trade count; negative net PnL; negative stress PnL; negative discovery split; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
146,exclude_10_00_10_30__fixed_r_1_5_time30__mt3_gap30_sal0_saw0_dl1.5_dpnone,exclude_10_00_10_30,fixed_r_1_5_time30,mt3_gap30_sal0_saw0_dl1.5_dpnone,3,30,False,False,1.5,none,False,2165,359,1806,175,1.0,2.051429,-867.91,-1226.91,-1417.1,514.21,34.98,593.06,437.06,156,3,1.0,147.48,3,-2165.45,-451.86,291.77,1.0,295.01,1.0,1.215555,1.237524,-201.0163,phase8m_rejected_negative_stress,negative net PnL; negative stress PnL; negative discovery split; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
147,base_pre_14_00__vwap_failure_1_5_time30__mt3_gap15_sal0_saw0_dlnone_dpnone,base_pre_14_00,vwap_failure_1_5_time30,mt3_gap15_sal0_saw0_dlnone_dpnone,3,15,False,False,none,none,False,2165,471,1694,175,1.0,2.691429,-165.42,-636.42,-801.14,-148.78,784.5,732.31,526.31,206,2,0.666667,-40.33,3,-1463.6,-464.91,357.47,1.0,357.47,1.0,1.0,1.0,-201.8672,phase8m_rejected_negative_stress,negative net PnL; negative stress PnL; negative discovery split; negative validation split; not every walk-forward test fold is positive; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
148,exclude_wednesday__fixed_r_1_5_time30__mt3_gap30_sal0_saw0_dl1.5_dpnone,exclude_wednesday,fixed_r_1_5_time30,mt3_gap30_sal0_saw0_dl1.5_dpnone,3,30,False,False,1.5,none,True,2165,306,1859,139,0.794286,2.201439,-31.69,-337.69,-803.92,324.35,447.88,921.34,787.34,134,3,1.0,134.96,3,-1491.35,-390.13,280.01,1.0,280.01,1.0,1.091286,1.080024,-204.599,phase8m_rejected_negative_stress,diagnostic-only weekday-style filter; negative net PnL; negative stress PnL; negative discovery split; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
149,exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt3_gap30_sal0_saw0_dl1.5_dpnone,exclude_10_00_10_30_plus_no_wednesday,fixed_r_1_5_time30,mt3_gap30_sal0_saw0_dl1.5_dpnone,3,30,False,False,1.5,none,True,2165,286,1879,139,0.794286,2.057554,-30.89,-316.89,-878.77,576.56,271.32,1055.23,932.23,123,3,1.0,233.89,3,-1524.89,-447.87,280.01,1.0,280.01,1.0,0.766471,0.780324,-204.8442,phase8m_rejected_negative_stress,diagnostic-only weekday-style filter; negative net PnL; negative stress PnL; negative discovery split; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
150,exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt2_gap60_sal1_saw0_dl1.0_dpnone,exclude_10_00_10_30_plus_no_wednesday,fixed_r_1_5_time30,mt2_gap60_sal1_saw0_dl1.0_dpnone,2,60,True,False,1.0,none,True,2165,166,1999,139,0.794286,1.194245,-55.09,-221.09,-858.54,686.84,116.61,1058.02,981.02,77,3,1.0,98.01,3,-1483.5,-376.91,280.01,1.0,280.01,1.0,2.23467,1.466789,-205.7765,phase8m_rejected_low_activity,diagnostic-only weekday-style filter; low trade count; negative net PnL; negative stress PnL; negative discovery split; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
151,exclude_wednesday__fixed_r_1_5_time30__mt1_gap15_sal0_saw0_dlnone_dpnone,exclude_wednesday,fixed_r_1_5_time30,mt1_gap15_sal0_saw0_dlnone_dpnone,1,15,False,False,none,none,True,2165,139,2026,139,0.794286,1.0,-183.61,-322.61,-948.41,432.02,332.78,1024.84,965.84,59,3,1.0,126.19,3,-1559.33,-369.17,280.01,1.0,280.01,1.0,0.846026,0.846026,-205.9168,phase8m_rejected_low_activity,diagnostic-only weekday-style filter; low trade count; negative net PnL; negative stress PnL; negative discovery split; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
152,exclude_wednesday__fixed_r_1_5_time30__mt1_gap30_sal0_saw0_dl1.5_dpnone,exclude_wednesday,fixed_r_1_5_time30,mt1_gap30_sal0_saw0_dl1.5_dpnone,1,30,False,False,1.5,none,True,2165,139,2026,139,0.794286,1.0,-183.61,-322.61,-948.41,432.02,332.78,1024.84,965.84,59,3,1.0,126.19,3,-1559.33,-369.17,280.01,1.0,280.01,1.0,0.846026,0.846026,-205.9168,phase8m_rejected_low_activity,diagnostic-only weekday-style filter; low trade count; negative net PnL; negative stress PnL; negative discovery split; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
153,exclude_wednesday__fixed_r_1_5_time30__mt1_gap30_sal0_saw1_dlnone_dp1.0,exclude_wednesday,fixed_r_1_5_time30,mt1_gap30_sal0_saw1_dlnone_dp1.0,1,30,False,True,none,1.0,True,2165,139,2026,139,0.794286,1.0,-183.61,-322.61,-948.41,432.02,332.78,1024.84,965.84,59,3,1.0,126.19,3,-1559.33,-369.17,280.01,1.0,280.01,1.0,0.846026,0.846026,-205.9168,phase8m_rejected_low_activity,diagnostic-only weekday-style filter; low trade count; negative net PnL; negative stress PnL; negative discovery split; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
154,exclude_wednesday__fixed_r_1_5_time30__mt1_gap30_sal1_saw0_dl1.0_dpnone,exclude_wednesday,fixed_r_1_5_time30,mt1_gap30_sal1_saw0_dl1.0_dpnone,1,30,True,False,1.0,none,True,2165,139,2026,139,0.794286,1.0,-183.61,-322.61,-948.41,432.02,332.78,1024.84,965.84,59,3,1.0,126.19,3,-1559.33,-369.17,280.01,1.0,280.01,1.0,0.846026,0.846026,-205.9168,phase8m_rejected_low_activity,diagnostic-only weekday-style filter; low trade count; negative net PnL; negative stress PnL; negative discovery split; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
155,exclude_wednesday__fixed_r_1_5_time30__mt1_gap60_sal0_saw0_dl2.0_dpnone,exclude_wednesday,fixed_r_1_5_time30,mt1_gap60_sal0_saw0_dl2.0_dpnone,1,60,False,False,2.0,none,True,2165,139,2026,139,0.794286,1.0,-183.61,-322.61,-948.41,432.02,332.78,1024.84,965.84,59,3,1.0,126.19,3,-1559.33,-369.17,280.01,1.0,280.01,1.0,0.846026,0.846026,-205.9168,phase8m_rejected_low_activity,diagnostic-only weekday-style filter; low trade count; negative net PnL; negative stress PnL; negative discovery split; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
156,exclude_wednesday__fixed_r_1_5_time30__mt1_gap60_sal1_saw0_dl1.0_dpnone,exclude_wednesday,fixed_r_1_5_time30,mt1_gap60_sal1_saw0_dl1.0_dpnone,1,60,True,False,1.0,none,True,2165,139,2026,139,0.794286,1.0,-183.61,-322.61,-948.41,432.02,332.78,1024.84,965.84,59,3,1.0,126.19,3,-1559.33,-369.17,280.01,1.0,280.01,1.0,0.846026,0.846026,-205.9168,phase8m_rejected_low_activity,diagnostic-only weekday-style filter; low trade count; negative net PnL; negative stress PnL; negative discovery split; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
157,exclude_wednesday__fixed_r_1_5_time30__mt1_gap60_sal1_saw1_dl1.0_dp1.0,exclude_wednesday,fixed_r_1_5_time30,mt1_gap60_sal1_saw1_dl1.0_dp1.0,1,60,True,True,1.0,1.0,True,2165,139,2026,139,0.794286,1.0,-183.61,-322.61,-948.41,432.02,332.78,1024.84,965.84,59,3,1.0,126.19,3,-1559.33,-369.17,280.01,1.0,280.01,1.0,0.846026,0.846026,-205.9168,phase8m_rejected_low_activity,diagnostic-only weekday-style filter; low trade count; negative net PnL; negative stress PnL; negative discovery split; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
158,exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt1_gap15_sal0_saw0_dlnone_dpnone,exclude_10_00_10_30_plus_no_wednesday,fixed_r_1_5_time30,mt1_gap15_sal0_saw0_dlnone_dpnone,1,15,False,False,none,none,True,2165,139,2026,139,0.794286,1.0,-185.86,-324.86,-950.66,432.02,332.78,1005.34,946.34,59,3,1.0,126.19,3,-1564.83,-369.17,280.01,1.0,280.01,1.0,0.846026,0.846026,-206.0032,phase8m_rejected_low_activity,diagnostic-only weekday-style filter; low trade count; negative net PnL; negative stress PnL; negative discovery split; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
159,exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt1_gap30_sal0_saw0_dl1.5_dpnone,exclude_10_00_10_30_plus_no_wednesday,fixed_r_1_5_time30,mt1_gap30_sal0_saw0_dl1.5_dpnone,1,30,False,False,1.5,none,True,2165,139,2026,139,0.794286,1.0,-185.86,-324.86,-950.66,432.02,332.78,1005.34,946.34,59,3,1.0,126.19,3,-1564.83,-369.17,280.01,1.0,280.01,1.0,0.846026,0.846026,-206.0032,phase8m_rejected_low_activity,diagnostic-only weekday-style filter; low trade count; negative net PnL; negative stress PnL; negative discovery split; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
160,exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt1_gap30_sal0_saw1_dlnone_dp1.0,exclude_10_00_10_30_plus_no_wednesday,fixed_r_1_5_time30,mt1_gap30_sal0_saw1_dlnone_dp1.0,1,30,False,True,none,1.0,True,2165,139,2026,139,0.794286,1.0,-185.86,-324.86,-950.66,432.02,332.78,1005.34,946.34,59,3,1.0,126.19,3,-1564.83,-369.17,280.01,1.0,280.01,1.0,0.846026,0.846026,-206.0032,phase8m_rejected_low_activity,diagnostic-only weekday-style filter; low trade count; negative net PnL; negative stress PnL; negative discovery split; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
161,exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt1_gap30_sal1_saw0_dl1.0_dpnone,exclude_10_00_10_30_plus_no_wednesday,fixed_r_1_5_time30,mt1_gap30_sal1_saw0_dl1.0_dpnone,1,30,True,False,1.0,none,True,2165,139,2026,139,0.794286,1.0,-185.86,-324.86,-950.66,432.02,332.78,1005.34,946.34,59,3,1.0,126.19,3,-1564.83,-369.17,280.01,1.0,280.01,1.0,0.846026,0.846026,-206.0032,phase8m_rejected_low_activity,diagnostic-only weekday-style filter; low trade count; negative net PnL; negative stress PnL; negative discovery split; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
162,exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt1_gap60_sal0_saw0_dl2.0_dpnone,exclude_10_00_10_30_plus_no_wednesday,fixed_r_1_5_time30,mt1_gap60_sal0_saw0_dl2.0_dpnone,1,60,False,False,2.0,none,True,2165,139,2026,139,0.794286,1.0,-185.86,-324.86,-950.66,432.02,332.78,1005.34,946.34,59,3,1.0,126.19,3,-1564.83,-369.17,280.01,1.0,280.01,1.0,0.846026,0.846026,-206.0032,phase8m_rejected_low_activity,diagnostic-only weekday-style filter; low trade count; negative net PnL; negative stress PnL; negative discovery split; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
163,exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt1_gap60_sal1_saw0_dl1.0_dpnone,exclude_10_00_10_30_plus_no_wednesday,fixed_r_1_5_time30,mt1_gap60_sal1_saw0_dl1.0_dpnone,1,60,True,False,1.0,none,True,2165,139,2026,139,0.794286,1.0,-185.86,-324.86,-950.66,432.02,332.78,1005.34,946.34,59,3,1.0,126.19,3,-1564.83,-369.17,280.01,1.0,280.01,1.0,0.846026,0.846026,-206.0032,phase8m_rejected_low_activity,diagnostic-only weekday-style filter; low trade count; negative net PnL; negative stress PnL; negative discovery split; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
164,exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt1_gap60_sal1_saw1_dl1.0_dp1.0,exclude_10_00_10_30_plus_no_wednesday,fixed_r_1_5_time30,mt1_gap60_sal1_saw1_dl1.0_dp1.0,1,60,True,True,1.0,1.0,True,2165,139,2026,139,0.794286,1.0,-185.86,-324.86,-950.66,432.02,332.78,1005.34,946.34,59,3,1.0,126.19,3,-1564.83,-369.17,280.01,1.0,280.01,1.0,0.846026,0.846026,-206.0032,phase8m_rejected_low_activity,diagnostic-only weekday-style filter; low trade count; negative net PnL; negative stress PnL; negative discovery split; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
165,exclude_wednesday__fixed_r_1_5_time30__mt2_gap60_sal1_saw0_dl1.0_dpnone,exclude_wednesday,fixed_r_1_5_time30,mt2_gap60_sal1_saw0_dl1.0_dpnone,2,60,True,False,1.0,none,True,2165,168,1997,139,0.794286,1.208633,-63.82,-231.82,-867.27,686.84,116.61,1077.52,1000.52,77,3,1.0,98.01,3,-1590.74,-376.91,280.01,1.0,280.01,1.0,2.23467,1.466789,-206.0125,phase8m_rejected_low_activity,diagnostic-only weekday-style filter; low trade count; negative net PnL; negative stress PnL; negative discovery split; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
166,exclude_10_00_10_30__fixed_r_1_5_time30__mt3_gap15_sal0_saw0_dlnone_dpnone,exclude_10_00_10_30,fixed_r_1_5_time30,mt3_gap15_sal0_saw0_dlnone_dpnone,3,15,False,False,none,none,False,2165,440,1725,175,1.0,2.514286,-2175.35,-2615.35,-3019.11,542.11,301.65,806.15,616.15,190,3,1.0,126.14,3,-3553.09,-467.96,291.77,1.0,295.01,1.0,1.589742,1.155541,-206.7907,phase8m_rejected_negative_stress,negative net PnL; negative stress PnL; negative discovery split; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
167,base_pre_14_00__fixed_r_1_5_time30__mt3_gap30_sal0_saw0_dl1.5_dpnone,base_pre_14_00,fixed_r_1_5_time30,mt3_gap30_sal0_saw0_dl1.5_dpnone,3,30,False,False,1.5,none,False,2165,385,1780,175,1.0,2.2,-689.4,-1074.4,-1404.47,502.27,212.8,659.2,489.2,170,2,0.666667,-55.93,3,-2128.7,-478.49,291.77,1.0,295.01,1.0,1.0,1.0,-207.5307,phase8m_rejected_negative_stress,negative net PnL; negative stress PnL; negative discovery split; not every walk-forward test fold is positive; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
168,exclude_10_00_10_30__fixed_r_1_5_time30__mt2_gap30_sal1_saw0_dl1.0_dpnone,exclude_10_00_10_30,fixed_r_1_5_time30,mt2_gap30_sal1_saw0_dl1.0_dpnone,2,30,True,False,1.0,none,False,2165,211,1954,175,1.0,1.205714,-741.14,-952.14,-1041.79,271.69,28.96,480.48,382.48,98,2,0.666667,-118.42,3,-1688.58,-393.9,291.77,1.0,295.01,1.0,1.0,1.0,-208.3889,phase8m_rejected_low_activity,low trade count; negative net PnL; negative stress PnL; negative discovery split; not every walk-forward test fold is positive; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
169,exclude_10_00_10_30__fixed_r_1_5_time30__mt2_gap30_sal0_saw1_dlnone_dp1.5,exclude_10_00_10_30,fixed_r_1_5_time30,mt2_gap30_sal0_saw1_dlnone_dp1.5,2,30,False,True,none,1.5,False,2165,276,1889,175,1.0,1.577143,271.26,-4.74,-1351.03,538.53,1083.76,1696.11,1585.11,111,3,1.0,146.88,3,-2004.56,-283.91,295.01,1.087554,295.01,1.087554,0.992375,0.992375,-212.5475,phase8m_rejected_negative_stress,negative stress PnL; negative discovery split; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
170,base_pre_14_00__fixed_r_1_5_time30__mt2_gap30_sal1_saw0_dl1.0_dpnone,base_pre_14_00,fixed_r_1_5_time30,mt2_gap30_sal1_saw0_dl1.0_dpnone,2,30,True,False,1.0,none,False,2165,218,1947,175,1.0,1.245714,-1310.82,-1528.82,-1138.77,-9.79,-162.26,-3.72,-106.72,103,2,0.666667,-141.4,3,-1954.37,-369.14,291.77,1.0,295.01,1.0,6.541928,6.614574,-212.972,phase8m_rejected_low_activity,low trade count; negative net PnL; negative stress PnL; negative discovery split; negative validation split; negative holdout split; not every walk-forward test fold is positive; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
171,exclude_10_00_10_30__vwap_failure_1_5_time30__mt2_gap15_sal0_saw0_dlnone_dpnone,exclude_10_00_10_30,vwap_failure_1_5_time30,mt2_gap15_sal0_saw0_dlnone_dpnone,2,15,False,False,none,none,False,2165,325,1840,175,1.0,1.857143,-168.4,-493.4,-85.87,-158.38,75.85,105.11,-36.89,142,1,0.333333,-123.66,3,-841.94,-536.39,357.47,1.0,357.47,1.0,1.0,1.0,-213.0351,phase8m_rejected_negative_stress,negative net PnL; negative stress PnL; negative discovery split; negative validation split; not every walk-forward test fold is positive; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
172,exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt3_gap15_sal0_saw0_dlnone_dpnone,exclude_10_00_10_30_plus_no_wednesday,fixed_r_1_5_time30,mt3_gap15_sal0_saw0_dlnone_dpnone,3,15,False,False,none,none,True,2165,347,1818,139,0.794286,2.496403,-1747.03,-2094.03,-2903.15,737.91,418.21,1285.23,1137.23,148,3,1.0,335.98,3,-3260.8,-580.88,280.01,1.0,280.01,1.0,0.744896,0.773141,-213.1579,phase8m_rejected_negative_stress,diagnostic-only weekday-style filter; negative net PnL; negative stress PnL; negative discovery split; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
173,base_pre_14_00__vwap_failure_1_5_time30__mt2_gap15_sal0_saw0_dlnone_dpnone,base_pre_14_00,vwap_failure_1_5_time30,mt2_gap15_sal0_saw0_dlnone_dpnone,2,15,False,False,none,none,False,2165,336,1829,175,1.0,1.92,-485.26,-821.26,-415.51,-227.41,157.66,134.57,-13.43,148,1,0.333333,-139.52,3,-1250.8,-518.05,357.47,1.0,357.47,1.0,1.0,1.0,-214.691,phase8m_rejected_negative_stress,negative net PnL; negative stress PnL; negative discovery split; negative validation split; not every walk-forward test fold is positive; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
174,exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt2_gap30_sal1_saw0_dl1.0_dpnone,exclude_10_00_10_30_plus_no_wednesday,fixed_r_1_5_time30,mt2_gap30_sal1_saw0_dl1.0_dpnone,2,30,True,False,1.0,none,True,2165,169,1996,139,0.794286,1.215827,-260.31,-429.31,-743.03,457.1,25.62,768.29,689.29,79,2,0.666667,-48.99,3,-1398.99,-376.67,280.01,1.0,280.01,1.0,1.013239,1.0,-215.3955,phase8m_rejected_low_activity,diagnostic-only weekday-style filter; low trade count; negative net PnL; negative stress PnL; negative discovery split; not every walk-forward test fold is positive; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
175,exclude_wednesday__vwap_failure_1_5_time30__mt3_gap15_sal0_saw0_dlnone_dpnone,exclude_wednesday,vwap_failure_1_5_time30,mt3_gap15_sal0_saw0_dlnone_dpnone,3,15,False,False,none,none,True,2165,371,1794,139,0.794286,2.669065,-554.65,-925.65,-819.04,-144.54,408.93,412.2,250.2,162,2,0.666667,-61.37,3,-1395.11,-427.99,357.47,1.0,357.47,1.0,2.046422,1.618311,-215.4564,phase8m_rejected_negative_stress,diagnostic-only weekday-style filter; negative net PnL; negative stress PnL; negative discovery split; negative validation split; not every walk-forward test fold is positive; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
176,exclude_wednesday__fixed_r_1_5_time30__mt2_gap30_sal1_saw0_dl1.0_dpnone,exclude_wednesday,fixed_r_1_5_time30,mt2_gap30_sal1_saw0_dl1.0_dpnone,2,30,True,False,1.0,none,True,2165,176,1989,139,0.794286,1.266187,-566.99,-742.99,-742.51,175.62,-0.1,449.59,365.59,84,2,0.666667,-71.97,3,-1465.98,-341.44,280.01,1.0,280.01,1.0,2.803203,2.195453,-217.6113,phase8m_rejected_low_activity,diagnostic-only weekday-style filter; low trade count; negative net PnL; negative stress PnL; negative discovery split; negative holdout split; not every walk-forward test fold is positive; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
177,base_pre_14_00__fixed_r_1_5_time30__mt3_gap15_sal0_saw0_dlnone_dpnone,base_pre_14_00,fixed_r_1_5_time30,mt3_gap15_sal0_saw0_dlnone_dpnone,3,15,False,False,none,none,False,2165,471,1694,175,1.0,2.691429,-3036.29,-3507.29,-3106.71,38.43,31.99,94.81,-111.19,206,2,0.666667,-48.81,3,-3854.15,-467.96,464.53,1.0,295.01,1.0,6.807824,6.388078,-221.2371,phase8m_rejected_negative_stress,negative net PnL; negative stress PnL; negative discovery split; not every walk-forward test fold is positive; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
178,exclude_wednesday__vwap_failure_1_5_time30__mt2_gap15_sal0_saw0_dlnone_dpnone,exclude_wednesday,vwap_failure_1_5_time30,mt2_gap15_sal0_saw0_dlnone_dpnone,2,15,False,False,none,none,True,2165,266,1899,139,0.794286,1.913669,-306.81,-572.81,-390.04,-68.59,151.82,335.53,218.53,117,1,0.333333,-115.6,3,-1031.6,-521.23,357.47,1.0,357.47,1.0,1.0,1.0,-223.2055,phase8m_rejected_negative_stress,diagnostic-only weekday-style filter; negative net PnL; negative stress PnL; negative discovery split; negative validation split; not every walk-forward test fold is positive; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
179,exclude_wednesday__fixed_r_1_5_time30__mt3_gap60_sal0_saw0_dl2.0_dp2.0,exclude_wednesday,fixed_r_1_5_time30,mt3_gap60_sal0_saw0_dl2.0_dp2.0,3,60,False,False,2.0,2.0,True,2165,268,1897,139,0.794286,1.928058,252.43,-15.57,-1454.9,922.29,785.04,1978.16,1862.16,116,3,1.0,493.59,3,-1938.48,-526.87,280.01,1.109258,280.01,1.109258,0.397111,0.397111,-227.871,phase8m_rejected_negative_stress,diagnostic-only weekday-style filter; negative stress PnL; negative discovery split; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
180,exclude_wednesday__fixed_r_1_5_time30__mt2_gap15_sal0_saw0_dlnone_dpnone,exclude_wednesday,fixed_r_1_5_time30,mt2_gap15_sal0_saw0_dlnone_dpnone,2,15,False,False,none,none,True,2165,266,1899,139,0.794286,1.913669,-2457.34,-2723.34,-2359.68,239.78,-337.44,200.67,83.67,117,2,0.666667,-187.6,3,-2878.82,-544.64,280.01,1.0,280.01,1.0,2.308778,1.89365,-228.5003,phase8m_rejected_negative_stress,diagnostic-only weekday-style filter; negative net PnL; negative stress PnL; negative discovery split; negative holdout split; not every walk-forward test fold is positive; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
181,base_pre_14_00__fixed_r_1_5_time30__mt2_gap15_sal0_saw0_dlnone_dpnone,base_pre_14_00,fixed_r_1_5_time30,mt2_gap15_sal0_saw0_dlnone_dpnone,2,15,False,False,none,none,False,2165,336,1829,175,1.0,1.92,-2737.64,-3073.64,-2367.27,117.93,-488.3,-181.02,-329.02,148,1,0.333333,-214.5,3,-2970.22,-589.85,291.77,1.0,295.01,1.0,1.088022,1.112757,-229.0231,phase8m_rejected_negative_stress,negative net PnL; negative stress PnL; negative discovery split; negative holdout split; not every walk-forward test fold is positive; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
182,exclude_wednesday__fixed_r_1_5_time30__mt3_gap15_sal0_saw0_dlnone_dpnone,exclude_wednesday,fixed_r_1_5_time30,mt3_gap15_sal0_saw0_dlnone_dpnone,3,15,False,False,none,none,True,2165,371,1794,139,0.794286,2.669065,-2928.54,-3299.54,-3138.05,63.22,146.29,353.12,191.12,162,2,0.666667,-6.95,3,-3752.28,-592.88,280.01,1.0,280.01,1.0,1.283841,1.204684,-229.8488,phase8m_rejected_negative_stress,diagnostic-only weekday-style filter; negative net PnL; negative stress PnL; negative discovery split; not every walk-forward test fold is positive; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
183,exclude_10_00_10_30_plus_no_wednesday__fixed_r_1_5_time30__mt2_gap15_sal0_saw0_dlnone_dpnone,exclude_10_00_10_30_plus_no_wednesday,fixed_r_1_5_time30,mt2_gap15_sal0_saw0_dlnone_dpnone,2,15,False,False,none,none,True,2165,256,1909,139,0.794286,1.841727,-2677.44,-2933.44,-2717.72,404.76,-364.48,247.61,136.61,111,2,0.666667,-105.14,3,-3168.89,-582.4,280.01,1.0,280.01,1.0,8.685402,7.123731,-229.8945,phase8m_rejected_negative_stress,diagnostic-only weekday-style filter; negative net PnL; negative stress PnL; negative discovery split; negative holdout split; not every walk-forward test fold is positive; one-day concentration risk; one-trade concentration risk; walk-forward day concentration risk; walk-forward trade concentration risk
