candidate_id,base_filter,exit_model,risk_model,fold,segment,segment_start,segment_end,trades,active_days,active_days_pct,net_pnl,stress_pnl,max_drawdown,best_day_concentration,best_trade_concentration
exclude_10_00_10_30__horizon_close_15m__mt3_gap60_sal0_saw0_dl2.0_dp2.0,exclude_10_00_10_30,horizon_close_15m,mt3_gap60_sal0_saw0_dl2.0_dp2.0,1,test,2026-03-17,2026-04-21,48,25,1.0,-258.52,-306.52,-718.82,1.0,1.0
exclude_10_00_10_30__horizon_close_15m__mt3_gap60_sal0_saw0_dl2.0_dp2.0,exclude_10_00_10_30,horizon_close_15m,mt3_gap60_sal0_saw0_dl2.0_dp2.0,2,test,2026-04-22,2026-05-27,51,25,1.0,757.76,706.76,-338.12,0.338207,0.239205
exclude_10_00_10_30__horizon_close_15m__mt3_gap60_sal0_saw0_dl2.0_dp2.0,exclude_10_00_10_30,horizon_close_15m,mt3_gap60_sal0_saw0_dl2.0_dp2.0,3,test,2026-05-28,2026-07-02,47,25,1.0,963.22,916.22,-710.86,0.335873,0.490293
exclude_10_00_10_30__fixed_r_1_5_time30__mt1_gap30_sal1_saw0_dl1.0_dpnone,exclude_10_00_10_30,fixed_r_1_5_time30,mt1_gap30_sal1_saw0_dl1.0_dpnone,1,test,2026-03-17,2026-04-21,25,25,1.0,184.75,159.75,-155.72,0.788958,0.788958
exclude_10_00_10_30__fixed_r_1_5_time30__mt1_gap30_sal1_saw0_dl1.0_dpnone,exclude_10_00_10_30,fixed_r_1_5_time30,mt1_gap30_sal1_saw0_dl1.0_dpnone,2,test,2026-04-22,2026-05-27,25,25,1.0,90.0,65.0,-260.94,1.186222,1.186222
exclude_10_00_10_30__fixed_r_1_5_time30__mt1_gap30_sal1_saw0_dl1.0_dpnone,exclude_10_00_10_30,fixed_r_1_5_time30,mt1_gap30_sal1_saw0_dl1.0_dpnone,3,test,2026-05-28,2026-07-02,25,25,1.0,482.5,457.5,-296.22,0.61142,0.61142
exclude_10_00_10_30__fixed_r_1_5_time30__mt1_gap60_sal1_saw0_dl1.0_dpnone,exclude_10_00_10_30,fixed_r_1_5_time30,mt1_gap60_sal1_saw0_dl1.0_dpnone,1,test,2026-03-17,2026-04-21,25,25,1.0,184.75,159.75,-155.72,0.788958,0.788958
exclude_10_00_10_30__fixed_r_1_5_time30__mt1_gap60_sal1_saw0_dl1.0_dpnone,exclude_10_00_10_30,fixed_r_1_5_time30,mt1_gap60_sal1_saw0_dl1.0_dpnone,2,test,2026-04-22,2026-05-27,25,25,1.0,90.0,65.0,-260.94,1.186222,1.186222
exclude_10_00_10_30__fixed_r_1_5_time30__mt1_gap60_sal1_saw0_dl1.0_dpnone,exclude_10_00_10_30,fixed_r_1_5_time30,mt1_gap60_sal1_saw0_dl1.0_dpnone,3,test,2026-05-28,2026-07-02,25,25,1.0,482.5,457.5,-296.22,0.61142,0.61142
exclude_10_00_10_30__fixed_r_1_5_time30__mt2_gap30_sal1_saw0_dl1.0_dpnone,exclude_10_00_10_30,fixed_r_1_5_time30,mt2_gap30_sal1_saw0_dl1.0_dpnone,1,test,2026-03-17,2026-04-21,33,25,1.0,231.08,198.08,-158.96,0.673014,0.630777
exclude_10_00_10_30__fixed_r_1_5_time30__mt2_gap30_sal1_saw0_dl1.0_dpnone,exclude_10_00_10_30,fixed_r_1_5_time30,mt2_gap30_sal1_saw0_dl1.0_dpnone,2,test,2026-04-22,2026-05-27,33,25,1.0,-118.42,-151.42,-393.9,1.0,1.0
exclude_10_00_10_30__fixed_r_1_5_time30__mt2_gap30_sal1_saw0_dl1.0_dpnone,exclude_10_00_10_30,fixed_r_1_5_time30,mt2_gap30_sal1_saw0_dl1.0_dpnone,3,test,2026-05-28,2026-07-02,32,25,1.0,367.82,335.82,-299.46,0.793241,0.80205
exclude_10_00_10_30__fixed_r_1_5_time30__mt2_gap60_sal1_saw0_dl1.0_dpnone,exclude_10_00_10_30,fixed_r_1_5_time30,mt2_gap60_sal1_saw0_dl1.0_dpnone,1,test,2026-03-17,2026-04-21,32,25,1.0,282.82,250.82,-158.96,0.503925,0.515381
exclude_10_00_10_30__fixed_r_1_5_time30__mt2_gap60_sal1_saw0_dl1.0_dpnone,exclude_10_00_10_30,fixed_r_1_5_time30,mt2_gap60_sal1_saw0_dl1.0_dpnone,2,test,2026-04-22,2026-05-27,33,25,1.0,28.58,-4.42,-393.9,7.663401,5.030091
exclude_10_00_10_30__fixed_r_1_5_time30__mt2_gap60_sal1_saw0_dl1.0_dpnone,exclude_10_00_10_30,fixed_r_1_5_time30,mt2_gap60_sal1_saw0_dl1.0_dpnone,3,test,2026-05-28,2026-07-02,31,25,1.0,458.81,427.81,-299.46,0.635928,0.642989
exclude_10_00_10_30__fixed_r_1_5_time30__mt1_gap15_sal0_saw0_dlnone_dpnone,exclude_10_00_10_30,fixed_r_1_5_time30,mt1_gap15_sal0_saw0_dlnone_dpnone,1,test,2026-03-17,2026-04-21,25,25,1.0,184.75,159.75,-155.72,0.788958,0.788958
exclude_10_00_10_30__fixed_r_1_5_time30__mt1_gap15_sal0_saw0_dlnone_dpnone,exclude_10_00_10_30,fixed_r_1_5_time30,mt1_gap15_sal0_saw0_dlnone_dpnone,2,test,2026-04-22,2026-05-27,25,25,1.0,90.0,65.0,-260.94,1.186222,1.186222
exclude_10_00_10_30__fixed_r_1_5_time30__mt1_gap15_sal0_saw0_dlnone_dpnone,exclude_10_00_10_30,fixed_r_1_5_time30,mt1_gap15_sal0_saw0_dlnone_dpnone,3,test,2026-05-28,2026-07-02,25,25,1.0,482.5,457.5,-296.22,0.61142,0.61142
exclude_10_00_10_30__fixed_r_1_5_time30__mt2_gap15_sal0_saw0_dlnone_dpnone,exclude_10_00_10_30,fixed_r_1_5_time30,mt2_gap15_sal0_saw0_dlnone_dpnone,1,test,2026-03-17,2026-04-21,48,25,1.0,55.48,7.48,-365.73,2.803172,2.627253
exclude_10_00_10_30__fixed_r_1_5_time30__mt2_gap15_sal0_saw0_dlnone_dpnone,exclude_10_00_10_30,fixed_r_1_5_time30,mt2_gap15_sal0_saw0_dlnone_dpnone,2,test,2026-04-22,2026-05-27,48,25,1.0,-175.77,-223.77,-435.1,1.0,1.0
exclude_10_00_10_30__fixed_r_1_5_time30__mt2_gap15_sal0_saw0_dlnone_dpnone,exclude_10_00_10_30,fixed_r_1_5_time30,mt2_gap15_sal0_saw0_dlnone_dpnone,3,test,2026-05-28,2026-07-02,46,25,1.0,-237.54,-283.54,-598.39,1.0,1.0
exclude_10_00_10_30__fixed_r_1_5_time30__mt3_gap15_sal0_saw0_dlnone_dpnone,exclude_10_00_10_30,fixed_r_1_5_time30,mt3_gap15_sal0_saw0_dlnone_dpnone,1,test,2026-03-17,2026-04-21,64,25,1.0,126.14,62.14,-433.98,1.589742,1.155541
exclude_10_00_10_30__fixed_r_1_5_time30__mt3_gap15_sal0_saw0_dlnone_dpnone,exclude_10_00_10_30,fixed_r_1_5_time30,mt3_gap15_sal0_saw0_dlnone_dpnone,2,test,2026-04-22,2026-05-27,64,25,1.0,324.89,260.89,-279.91,0.551787,0.561759
exclude_10_00_10_30__fixed_r_1_5_time30__mt3_gap15_sal0_saw0_dlnone_dpnone,exclude_10_00_10_30,fixed_r_1_5_time30,mt3_gap15_sal0_saw0_dlnone_dpnone,3,test,2026-05-28,2026-07-02,62,25,1.0,355.12,293.12,-467.96,0.82161,0.830733
exclude_10_00_10_30__fixed_r_1_5_time30__mt1_gap30_sal0_saw0_dl1.5_dpnone,exclude_10_00_10_30,fixed_r_1_5_time30,mt1_gap30_sal0_saw0_dl1.5_dpnone,1,test,2026-03-17,2026-04-21,25,25,1.0,184.75,159.75,-155.72,0.788958,0.788958
exclude_10_00_10_30__fixed_r_1_5_time30__mt1_gap30_sal0_saw0_dl1.5_dpnone,exclude_10_00_10_30,fixed_r_1_5_time30,mt1_gap30_sal0_saw0_dl1.5_dpnone,2,test,2026-04-22,2026-05-27,25,25,1.0,90.0,65.0,-260.94,1.186222,1.186222
exclude_10_00_10_30__fixed_r_1_5_time30__mt1_gap30_sal0_saw0_dl1.5_dpnone,exclude_10_00_10_30,fixed_r_1_5_time30,mt1_gap30_sal0_saw0_dl1.5_dpnone,3,test,2026-05-28,2026-07-02,25,25,1.0,482.5,457.5,-296.22,0.61142,0.61142
exclude_10_00_10_30__fixed_r_1_5_time30__mt2_gap30_sal0_saw0_dl1.5_dpnone,exclude_10_00_10_30,fixed_r_1_5_time30,mt2_gap30_sal0_saw0_dl1.5_dpnone,1,test,2026-03-17,2026-04-21,46,25,1.0,193.21,147.21,-338.51,0.804927,0.754412
exclude_10_00_10_30__fixed_r_1_5_time30__mt2_gap30_sal0_saw0_dl1.5_dpnone,exclude_10_00_10_30,fixed_r_1_5_time30,mt2_gap30_sal0_saw0_dl1.5_dpnone,2,test,2026-04-22,2026-05-27,42,25,1.0,368.92,326.92,-275.68,0.485932,0.494714
exclude_10_00_10_30__fixed_r_1_5_time30__mt2_gap30_sal0_saw0_dl1.5_dpnone,exclude_10_00_10_30,fixed_r_1_5_time30,mt2_gap30_sal0_saw0_dl1.5_dpnone,3,test,2026-05-28,2026-07-02,44,25,1.0,871.19,827.19,-290.93,0.33491,0.338629
exclude_10_00_10_30__fixed_r_1_5_time30__mt3_gap30_sal0_saw0_dl1.5_dpnone,exclude_10_00_10_30,fixed_r_1_5_time30,mt3_gap30_sal0_saw0_dl1.5_dpnone,1,test,2026-03-17,2026-04-21,56,25,1.0,157.31,101.31,-451.86,0.968025,0.926578
exclude_10_00_10_30__fixed_r_1_5_time30__mt3_gap30_sal0_saw0_dl1.5_dpnone,exclude_10_00_10_30,fixed_r_1_5_time30,mt3_gap30_sal0_saw0_dl1.5_dpnone,2,test,2026-04-22,2026-05-27,48,25,1.0,147.48,99.48,-417.66,1.215555,1.237524
exclude_10_00_10_30__fixed_r_1_5_time30__mt3_gap30_sal0_saw0_dl1.5_dpnone,exclude_10_00_10_30,fixed_r_1_5_time30,mt3_gap30_sal0_saw0_dl1.5_dpnone,3,test,2026-05-28,2026-07-02,52,25,1.0,288.27,236.27,-373.42,1.012141,1.023381
exclude_10_00_10_30__fixed_r_1_5_time30__mt1_gap60_sal0_saw0_dl2.0_dpnone,exclude_10_00_10_30,fixed_r_1_5_time30,mt1_gap60_sal0_saw0_dl2.0_dpnone,1,test,2026-03-17,2026-04-21,25,25,1.0,184.75,159.75,-155.72,0.788958,0.788958
exclude_10_00_10_30__fixed_r_1_5_time30__mt1_gap60_sal0_saw0_dl2.0_dpnone,exclude_10_00_10_30,fixed_r_1_5_time30,mt1_gap60_sal0_saw0_dl2.0_dpnone,2,test,2026-04-22,2026-05-27,25,25,1.0,90.0,65.0,-260.94,1.186222,1.186222
exclude_10_00_10_30__fixed_r_1_5_time30__mt1_gap60_sal0_saw0_dl2.0_dpnone,exclude_10_00_10_30,fixed_r_1_5_time30,mt1_gap60_sal0_saw0_dl2.0_dpnone,3,test,2026-05-28,2026-07-02,25,25,1.0,482.5,457.5,-296.22,0.61142,0.61142
exclude_10_00_10_30__fixed_r_1_5_time30__mt2_gap60_sal0_saw0_dl2.0_dpnone,exclude_10_00_10_30,fixed_r_1_5_time30,mt2_gap60_sal0_saw0_dl2.0_dpnone,1,test,2026-03-17,2026-04-21,45,25,1.0,167.95,122.95,-347.39,0.848586,0.867877
exclude_10_00_10_30__fixed_r_1_5_time30__mt2_gap60_sal0_saw0_dl2.0_dpnone,exclude_10_00_10_30,fixed_r_1_5_time30,mt2_gap60_sal0_saw0_dl2.0_dpnone,2,test,2026-04-22,2026-05-27,44,25,1.0,678.69,634.69,-275.68,0.32271,0.268915
exclude_10_00_10_30__fixed_r_1_5_time30__mt2_gap60_sal0_saw0_dl2.0_dpnone,exclude_10_00_10_30,fixed_r_1_5_time30,mt2_gap60_sal0_saw0_dl2.0_dpnone,3,test,2026-05-28,2026-07-02,42,25,1.0,342.17,300.17,-518.46,0.852705,0.862174
exclude_10_00_10_30__fixed_r_1_5_time30__mt1_gap30_sal0_saw1_dlnone_dp1.0,exclude_10_00_10_30,fixed_r_1_5_time30,mt1_gap30_sal0_saw1_dlnone_dp1.0,1,test,2026-03-17,2026-04-21,25,25,1.0,184.75,159.75,-155.72,0.788958,0.788958
exclude_10_00_10_30__fixed_r_1_5_time30__mt1_gap30_sal0_saw1_dlnone_dp1.0,exclude_10_00_10_30,fixed_r_1_5_time30,mt1_gap30_sal0_saw1_dlnone_dp1.0,2,test,2026-04-22,2026-05-27,25,25,1.0,90.0,65.0,-260.94,1.186222,1.186222
exclude_10_00_10_30__fixed_r_1_5_time30__mt1_gap30_sal0_saw1_dlnone_dp1.0,exclude_10_00_10_30,fixed_r_1_5_time30,mt1_gap30_sal0_saw1_dlnone_dp1.0,3,test,2026-05-28,2026-07-02,25,25,1.0,482.5,457.5,-296.22,0.61142,0.61142
exclude_10_00_10_30__fixed_r_1_5_time30__mt2_gap30_sal0_saw1_dlnone_dp1.5,exclude_10_00_10_30,fixed_r_1_5_time30,mt2_gap30_sal0_saw1_dlnone_dp1.5,1,test,2026-03-17,2026-04-21,38,25,1.0,146.88,108.88,-283.91,0.992375,0.992375
exclude_10_00_10_30__fixed_r_1_5_time30__mt2_gap30_sal0_saw1_dlnone_dp1.5,exclude_10_00_10_30,fixed_r_1_5_time30,mt2_gap30_sal0_saw1_dlnone_dp1.5,2,test,2026-04-22,2026-05-27,36,25,1.0,563.36,527.36,-228.44,0.318216,0.323967
exclude_10_00_10_30__fixed_r_1_5_time30__mt2_gap30_sal0_saw1_dlnone_dp1.5,exclude_10_00_10_30,fixed_r_1_5_time30,mt2_gap30_sal0_saw1_dlnone_dp1.5,3,test,2026-05-28,2026-07-02,37,25,1.0,985.87,948.87,-282.24,0.299238,0.299238
exclude_10_00_10_30__fixed_r_1_5_time30__mt1_gap60_sal1_saw1_dl1.0_dp1.0,exclude_10_00_10_30,fixed_r_1_5_time30,mt1_gap60_sal1_saw1_dl1.0_dp1.0,1,test,2026-03-17,2026-04-21,25,25,1.0,184.75,159.75,-155.72,0.788958,0.788958
exclude_10_00_10_30__fixed_r_1_5_time30__mt1_gap60_sal1_saw1_dl1.0_dp1.0,exclude_10_00_10_30,fixed_r_1_5_time30,mt1_gap60_sal1_saw1_dl1.0_dp1.0,2,test,2026-04-22,2026-05-27,25,25,1.0,90.0,65.0,-260.94,1.186222,1.186222
exclude_10_00_10_30__fixed_r_1_5_time30__mt1_gap60_sal1_saw1_dl1.0_dp1.0,exclude_10_00_10_30,fixed_r_1_5_time30,mt1_gap60_sal1_saw1_dl1.0_dp1.0,3,test,2026-05-28,2026-07-02,25,25,1.0,482.5,457.5,-296.22,0.61142,0.61142
exclude_10_00_10_30__fixed_r_1_5_time30__mt3_gap60_sal0_saw0_dl2.0_dp2.0,exclude_10_00_10_30,fixed_r_1_5_time30,mt3_gap60_sal0_saw0_dl2.0_dp2.0,1,test,2026-03-17,2026-04-21,49,25,1.0,193.49,144.49,-339.36,0.736576,0.753321
exclude_10_00_10_30__fixed_r_1_5_time30__mt3_gap60_sal0_saw0_dl2.0_dp2.0,exclude_10_00_10_30,fixed_r_1_5_time30,mt3_gap60_sal0_saw0_dl2.0_dp2.0,2,test,2026-04-22,2026-05-27,51,25,1.0,1033.51,982.51,-234.7,0.211919,0.176592
exclude_10_00_10_30__fixed_r_1_5_time30__mt3_gap60_sal0_saw0_dl2.0_dp2.0,exclude_10_00_10_30,fixed_r_1_5_time30,mt3_gap60_sal0_saw0_dl2.0_dp2.0,3,test,2026-05-28,2026-07-02,46,25,1.0,155.21,109.21,-518.46,1.87984,1.900715
exclude_10_00_10_30__vwap_failure_1_5_time30__mt1_gap30_sal1_saw0_dl1.0_dpnone,exclude_10_00_10_30,vwap_failure_1_5_time30,mt1_gap30_sal1_saw0_dl1.0_dpnone,1,test,2026-03-17,2026-04-21,25,25,1.0,-73.89,-98.89,-300.27,1.0,1.0
exclude_10_00_10_30__vwap_failure_1_5_time30__mt1_gap30_sal1_saw0_dl1.0_dpnone,exclude_10_00_10_30,vwap_failure_1_5_time30,mt1_gap30_sal1_saw0_dl1.0_dpnone,2,test,2026-04-22,2026-05-27,25,25,1.0,198.52,173.52,-211.32,1.161999,1.161999
exclude_10_00_10_30__vwap_failure_1_5_time30__mt1_gap30_sal1_saw0_dl1.0_dpnone,exclude_10_00_10_30,vwap_failure_1_5_time30,mt1_gap30_sal1_saw0_dl1.0_dpnone,3,test,2026-05-28,2026-07-02,25,25,1.0,411.86,386.86,-130.76,0.426601,0.426601
exclude_10_00_10_30__vwap_failure_1_5_time30__mt1_gap60_sal1_saw0_dl1.0_dpnone,exclude_10_00_10_30,vwap_failure_1_5_time30,mt1_gap60_sal1_saw0_dl1.0_dpnone,1,test,2026-03-17,2026-04-21,25,25,1.0,-73.89,-98.89,-300.27,1.0,1.0
exclude_10_00_10_30__vwap_failure_1_5_time30__mt1_gap60_sal1_saw0_dl1.0_dpnone,exclude_10_00_10_30,vwap_failure_1_5_time30,mt1_gap60_sal1_saw0_dl1.0_dpnone,2,test,2026-04-22,2026-05-27,25,25,1.0,198.52,173.52,-211.32,1.161999,1.161999
exclude_10_00_10_30__vwap_failure_1_5_time30__mt1_gap60_sal1_saw0_dl1.0_dpnone,exclude_10_00_10_30,vwap_failure_1_5_time30,mt1_gap60_sal1_saw0_dl1.0_dpnone,3,test,2026-05-28,2026-07-02,25,25,1.0,411.86,386.86,-130.76,0.426601,0.426601
exclude_10_00_10_30__vwap_failure_1_5_time30__mt2_gap30_sal1_saw0_dl1.0_dpnone,exclude_10_00_10_30,vwap_failure_1_5_time30,mt2_gap30_sal1_saw0_dl1.0_dpnone,1,test,2026-03-17,2026-04-21,30,25,1.0,1.27,-28.73,-306.75,196.149606,174.291339
exclude_10_00_10_30__vwap_failure_1_5_time30__mt2_gap30_sal1_saw0_dl1.0_dpnone,exclude_10_00_10_30,vwap_failure_1_5_time30,mt2_gap30_sal1_saw0_dl1.0_dpnone,2,test,2026-04-22,2026-05-27,31,25,1.0,84.77,53.77,-260.37,2.683025,2.721246
exclude_10_00_10_30__vwap_failure_1_5_time30__mt2_gap30_sal1_saw0_dl1.0_dpnone,exclude_10_00_10_30,vwap_failure_1_5_time30,mt2_gap30_sal1_saw0_dl1.0_dpnone,3,test,2026-05-28,2026-07-02,30,25,1.0,450.26,420.26,-134.0,0.493448,0.390219
exclude_10_00_10_30__vwap_failure_1_5_time30__mt2_gap60_sal1_saw0_dl1.0_dpnone,exclude_10_00_10_30,vwap_failure_1_5_time30,mt2_gap60_sal1_saw0_dl1.0_dpnone,1,test,2026-03-17,2026-04-21,30,25,1.0,44.1,14.1,-267.57,4.945805,5.019274
exclude_10_00_10_30__vwap_failure_1_5_time30__mt2_gap60_sal1_saw0_dl1.0_dpnone,exclude_10_00_10_30,vwap_failure_1_5_time30,mt2_gap60_sal1_saw0_dl1.0_dpnone,2,test,2026-04-22,2026-05-27,31,25,1.0,279.15,248.15,-260.37,0.814759,0.826366
exclude_10_00_10_30__vwap_failure_1_5_time30__mt2_gap60_sal1_saw0_dl1.0_dpnone,exclude_10_00_10_30,vwap_failure_1_5_time30,mt2_gap60_sal1_saw0_dl1.0_dpnone,3,test,2026-05-28,2026-07-02,29,25,1.0,396.74,367.74,-134.0,0.442859,0.442859
exclude_10_00_10_30__vwap_failure_1_5_time30__mt1_gap15_sal0_saw0_dlnone_dpnone,exclude_10_00_10_30,vwap_failure_1_5_time30,mt1_gap15_sal0_saw0_dlnone_dpnone,1,test,2026-03-17,2026-04-21,25,25,1.0,-73.89,-98.89,-300.27,1.0,1.0
exclude_10_00_10_30__vwap_failure_1_5_time30__mt1_gap15_sal0_saw0_dlnone_dpnone,exclude_10_00_10_30,vwap_failure_1_5_time30,mt1_gap15_sal0_saw0_dlnone_dpnone,2,test,2026-04-22,2026-05-27,25,25,1.0,198.52,173.52,-211.32,1.161999,1.161999
exclude_10_00_10_30__vwap_failure_1_5_time30__mt1_gap15_sal0_saw0_dlnone_dpnone,exclude_10_00_10_30,vwap_failure_1_5_time30,mt1_gap15_sal0_saw0_dlnone_dpnone,3,test,2026-05-28,2026-07-02,25,25,1.0,411.86,386.86,-130.76,0.426601,0.426601
exclude_10_00_10_30__vwap_failure_1_5_time30__mt2_gap15_sal0_saw0_dlnone_dpnone,exclude_10_00_10_30,vwap_failure_1_5_time30,mt2_gap15_sal0_saw0_dlnone_dpnone,1,test,2026-03-17,2026-04-21,48,25,1.0,-60.62,-108.62,-413.17,1.0,1.0
exclude_10_00_10_30__vwap_failure_1_5_time30__mt2_gap15_sal0_saw0_dlnone_dpnone,exclude_10_00_10_30,vwap_failure_1_5_time30,mt2_gap15_sal0_saw0_dlnone_dpnone,2,test,2026-04-22,2026-05-27,48,25,1.0,289.39,241.39,-217.31,0.785929,0.797125
exclude_10_00_10_30__vwap_failure_1_5_time30__mt2_gap15_sal0_saw0_dlnone_dpnone,exclude_10_00_10_30,vwap_failure_1_5_time30,mt2_gap15_sal0_saw0_dlnone_dpnone,3,test,2026-05-28,2026-07-02,46,25,1.0,-123.66,-169.66,-536.39,1.0,1.0
exclude_10_00_10_30__vwap_failure_1_5_time30__mt3_gap15_sal0_saw0_dlnone_dpnone,exclude_10_00_10_30,vwap_failure_1_5_time30,mt3_gap15_sal0_saw0_dlnone_dpnone,1,test,2026-03-17,2026-04-21,64,25,1.0,6.88,-57.12,-396.21,35.736919,32.172965
exclude_10_00_10_30__vwap_failure_1_5_time30__mt3_gap15_sal0_saw0_dlnone_dpnone,exclude_10_00_10_30,vwap_failure_1_5_time30,mt3_gap15_sal0_saw0_dlnone_dpnone,2,test,2026-04-22,2026-05-27,64,25,1.0,563.3,499.3,-153.15,0.458264,0.409515
exclude_10_00_10_30__vwap_failure_1_5_time30__mt3_gap15_sal0_saw0_dlnone_dpnone,exclude_10_00_10_30,vwap_failure_1_5_time30,mt3_gap15_sal0_saw0_dlnone_dpnone,3,test,2026-05-28,2026-07-02,62,25,1.0,533.41,471.41,-321.08,0.416528,0.420352
exclude_10_00_10_30__vwap_failure_1_5_time30__mt1_gap30_sal0_saw0_dl1.5_dpnone,exclude_10_00_10_30,vwap_failure_1_5_time30,mt1_gap30_sal0_saw0_dl1.5_dpnone,1,test,2026-03-17,2026-04-21,25,25,1.0,-73.89,-98.89,-300.27,1.0,1.0
exclude_10_00_10_30__vwap_failure_1_5_time30__mt1_gap30_sal0_saw0_dl1.5_dpnone,exclude_10_00_10_30,vwap_failure_1_5_time30,mt1_gap30_sal0_saw0_dl1.5_dpnone,2,test,2026-04-22,2026-05-27,25,25,1.0,198.52,173.52,-211.32,1.161999,1.161999
exclude_10_00_10_30__vwap_failure_1_5_time30__mt1_gap30_sal0_saw0_dl1.5_dpnone,exclude_10_00_10_30,vwap_failure_1_5_time30,mt1_gap30_sal0_saw0_dl1.5_dpnone,3,test,2026-05-28,2026-07-02,25,25,1.0,411.86,386.86,-130.76,0.426601,0.426601
exclude_10_00_10_30__vwap_failure_1_5_time30__mt2_gap30_sal0_saw0_dl1.5_dpnone,exclude_10_00_10_30,vwap_failure_1_5_time30,mt2_gap30_sal0_saw0_dl1.5_dpnone,1,test,2026-03-17,2026-04-21,44,25,1.0,-69.58,-113.58,-404.25,1.0,1.0
exclude_10_00_10_30__vwap_failure_1_5_time30__mt2_gap30_sal0_saw0_dl1.5_dpnone,exclude_10_00_10_30,vwap_failure_1_5_time30,mt2_gap30_sal0_saw0_dl1.5_dpnone,2,test,2026-04-22,2026-05-27,44,25,1.0,452.1,408.1,-217.24,0.503075,0.510241
exclude_10_00_10_30__vwap_failure_1_5_time30__mt2_gap30_sal0_saw0_dl1.5_dpnone,exclude_10_00_10_30,vwap_failure_1_5_time30,mt2_gap30_sal0_saw0_dl1.5_dpnone,3,test,2026-05-28,2026-07-02,44,25,1.0,805.51,761.51,-146.99,0.275825,0.278358
exclude_10_00_10_30__vwap_failure_1_5_time30__mt3_gap30_sal0_saw0_dl1.5_dpnone,exclude_10_00_10_30,vwap_failure_1_5_time30,mt3_gap30_sal0_saw0_dl1.5_dpnone,1,test,2026-03-17,2026-04-21,49,25,1.0,-44.3,-93.3,-451.21,1.0,1.0
exclude_10_00_10_30__vwap_failure_1_5_time30__mt3_gap30_sal0_saw0_dl1.5_dpnone,exclude_10_00_10_30,vwap_failure_1_5_time30,mt3_gap30_sal0_saw0_dl1.5_dpnone,2,test,2026-04-22,2026-05-27,49,25,1.0,447.69,398.69,-220.48,0.50803,0.515267
exclude_10_00_10_30__vwap_failure_1_5_time30__mt3_gap30_sal0_saw0_dl1.5_dpnone,exclude_10_00_10_30,vwap_failure_1_5_time30,mt3_gap30_sal0_saw0_dl1.5_dpnone,3,test,2026-05-28,2026-07-02,50,25,1.0,498.59,448.59,-191.5,0.445617,0.449708
exclude_10_00_10_30__vwap_failure_1_5_time30__mt1_gap60_sal0_saw0_dl2.0_dpnone,exclude_10_00_10_30,vwap_failure_1_5_time30,mt1_gap60_sal0_saw0_dl2.0_dpnone,1,test,2026-03-17,2026-04-21,25,25,1.0,-73.89,-98.89,-300.27,1.0,1.0
exclude_10_00_10_30__vwap_failure_1_5_time30__mt1_gap60_sal0_saw0_dl2.0_dpnone,exclude_10_00_10_30,vwap_failure_1_5_time30,mt1_gap60_sal0_saw0_dl2.0_dpnone,2,test,2026-04-22,2026-05-27,25,25,1.0,198.52,173.52,-211.32,1.161999,1.161999
exclude_10_00_10_30__vwap_failure_1_5_time30__mt1_gap60_sal0_saw0_dl2.0_dpnone,exclude_10_00_10_30,vwap_failure_1_5_time30,mt1_gap60_sal0_saw0_dl2.0_dpnone,3,test,2026-05-28,2026-07-02,25,25,1.0,411.86,386.86,-130.76,0.426601,0.426601
exclude_10_00_10_30__vwap_failure_1_5_time30__mt2_gap60_sal0_saw0_dl2.0_dpnone,exclude_10_00_10_30,vwap_failure_1_5_time30,mt2_gap60_sal0_saw0_dl2.0_dpnone,1,test,2026-03-17,2026-04-21,45,25,1.0,-74.42,-119.42,-378.41,1.0,1.0
exclude_10_00_10_30__vwap_failure_1_5_time30__mt2_gap60_sal0_saw0_dl2.0_dpnone,exclude_10_00_10_30,vwap_failure_1_5_time30,mt2_gap60_sal0_saw0_dl2.0_dpnone,2,test,2026-04-22,2026-05-27,44,25,1.0,759.91,715.91,-217.24,0.299299,0.303562
exclude_10_00_10_30__vwap_failure_1_5_time30__mt2_gap60_sal0_saw0_dl2.0_dpnone,exclude_10_00_10_30,vwap_failure_1_5_time30,mt2_gap60_sal0_saw0_dl2.0_dpnone,3,test,2026-05-28,2026-07-02,42,25,1.0,324.51,282.51,-312.52,0.541432,0.541432
exclude_10_00_10_30__vwap_failure_1_5_time30__mt1_gap30_sal0_saw1_dlnone_dp1.0,exclude_10_00_10_30,vwap_failure_1_5_time30,mt1_gap30_sal0_saw1_dlnone_dp1.0,1,test,2026-03-17,2026-04-21,25,25,1.0,-73.89,-98.89,-300.27,1.0,1.0
exclude_10_00_10_30__vwap_failure_1_5_time30__mt1_gap30_sal0_saw1_dlnone_dp1.0,exclude_10_00_10_30,vwap_failure_1_5_time30,mt1_gap30_sal0_saw1_dlnone_dp1.0,2,test,2026-04-22,2026-05-27,25,25,1.0,198.52,173.52,-211.32,1.161999,1.161999
exclude_10_00_10_30__vwap_failure_1_5_time30__mt1_gap30_sal0_saw1_dlnone_dp1.0,exclude_10_00_10_30,vwap_failure_1_5_time30,mt1_gap30_sal0_saw1_dlnone_dp1.0,3,test,2026-05-28,2026-07-02,25,25,1.0,411.86,386.86,-130.76,0.426601,0.426601
