audit,portfolio_set,portfolio_mode,fold,trading_session,daily_playbook_pnl,day_classification,phase10b_pnl,phase11a_pnl,phase12a_pnl,phase13a_pnl,phase14a_pnl,phase15a_pnl,phase13a_helped_or_hurt,phase14a_helped_or_hurt,phase15a_helped_or_hurt,module_contribution_detail,module_overlap_count
D,audit_c_best_reconstructed,one_trade_at_a_time_chronological,2,2025-09-17,-53.72,negative,-101.88,-16.24,0.0,0.0,0.0,0.0,no_contribution,no_contribution,no_contribution,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt1=14.26;phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt2=14.26;phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_first_touch_only_mt1=14.26;phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_first_touch_only_mt2=14.26;phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_widest_20_all_gaps_all_touches_mt1=14.26;phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_widest_20_all_gaps_all_touches_mt2=14.26;phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_widest_20_all_gaps_first_touch_only_mt1=14.26;phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_widest_20_all_gaps_first_touch_only_mt2=14.26;phase10b::MNQ_10b_secondary_long_opening_fade_overnight_range_fade_long_tf15_opening_response_all_ranges_all_gaps_all_touches_mt1=-56.24;phase10b::MNQ_10b_secondary_long_opening_fade_overnight_range_fade_long_tf15_opening_response_all_ranges_all_gaps_all_touches_mt2=-56.24;phase10b::MNQ_10b_secondary_long_opening_fade_overnight_range_fade_long_tf5_opening_response_all_ranges_all_gaps_all_touches_mt1=-51.74;phase10b::MNQ_10b_secondary_long_opening_fade_overnight_range_fade_long_tf5_opening_response_all_ranges_all_gaps_all_touches_mt2=-51.74;phase11a::MNQ_11a_orfade_long_low_fade_OR5_opening_response_close_back_inside_fill_next_open_hard_stop_time_exit=-16.24,13
D,audit_c_best_plus_phase15a,one_trade_at_a_time_chronological,2,2025-09-17,-137.0,negative,-101.88,-16.24,0.0,0.0,0.0,-83.28,no_contribution,no_contribution,hurt,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt1=14.26;phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt2=14.26;phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_first_touch_only_mt1=14.26;phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_first_touch_only_mt2=14.26;phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_widest_20_all_gaps_all_touches_mt1=14.26;phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_widest_20_all_gaps_all_touches_mt2=14.26;phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_widest_20_all_gaps_first_touch_only_mt1=14.26;phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_widest_20_all_gaps_first_touch_only_mt2=14.26;phase10b::MNQ_10b_secondary_long_opening_fade_overnight_range_fade_long_tf15_opening_response_all_ranges_all_gaps_all_touches_mt1=-56.24;phase10b::MNQ_10b_secondary_long_opening_fade_overnight_range_fade_long_tf15_opening_response_all_ranges_all_gaps_all_touches_mt2=-56.24;phase10b::MNQ_10b_secondary_long_opening_fade_overnight_range_fade_long_tf5_opening_response_all_ranges_all_gaps_all_touches_mt1=-51.74;phase10b::MNQ_10b_secondary_long_opening_fade_overnight_range_fade_long_tf5_opening_response_all_ranges_all_gaps_all_touches_mt2=-51.74;phase11a::MNQ_11a_orfade_long_low_fade_OR5_opening_response_close_back_inside_fill_next_open_hard_stop_time_exit=-16.24;phase15a::MNQ_15a_trend_day_late_pullback_continuation_short_ema20_pullback_resume_close_confirm_fill_next_open_hard_stop_time_exit=-83.28,14
D,audit_c_best_plus_13a_14a_15a,one_trade_at_a_time_chronological,2,2025-09-17,-137.0,negative,-101.88,-16.24,0.0,0.0,0.0,-83.28,no_contribution,no_contribution,hurt,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt1=14.26;phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt2=14.26;phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_first_touch_only_mt1=14.26;phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_first_touch_only_mt2=14.26;phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_widest_20_all_gaps_all_touches_mt1=14.26;phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_widest_20_all_gaps_all_touches_mt2=14.26;phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_widest_20_all_gaps_first_touch_only_mt1=14.26;phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_widest_20_all_gaps_first_touch_only_mt2=14.26;phase10b::MNQ_10b_secondary_long_opening_fade_overnight_range_fade_long_tf15_opening_response_all_ranges_all_gaps_all_touches_mt1=-56.24;phase10b::MNQ_10b_secondary_long_opening_fade_overnight_range_fade_long_tf15_opening_response_all_ranges_all_gaps_all_touches_mt2=-56.24;phase10b::MNQ_10b_secondary_long_opening_fade_overnight_range_fade_long_tf5_opening_response_all_ranges_all_gaps_all_touches_mt1=-51.74;phase10b::MNQ_10b_secondary_long_opening_fade_overnight_range_fade_long_tf5_opening_response_all_ranges_all_gaps_all_touches_mt2=-51.74;phase11a::MNQ_11a_orfade_long_low_fade_OR5_opening_response_close_back_inside_fill_next_open_hard_stop_time_exit=-16.24;phase15a::MNQ_15a_trend_day_late_pullback_continuation_short_ema20_pullback_resume_close_confirm_fill_next_open_hard_stop_time_exit=-83.28,14
D,trend_power_only_phase15a,one_trade_at_a_time_chronological,2,2025-09-17,-83.28,large_negative,0.0,0.0,0.0,0.0,0.0,-83.28,no_contribution,no_contribution,hurt,phase15a::MNQ_15a_trend_day_late_pullback_continuation_short_ema20_pullback_resume_close_confirm_fill_next_open_hard_stop_time_exit=-83.28,1
D,all_parked_modules_with_13a_14a_15a,one_trade_at_a_time_chronological,2,2025-09-17,-137.0,negative,-101.88,-16.24,0.0,0.0,0.0,-83.28,no_contribution,no_contribution,hurt,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt1=14.26;phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt2=14.26;phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_first_touch_only_mt1=14.26;phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_first_touch_only_mt2=14.26;phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_widest_20_all_gaps_all_touches_mt1=14.26;phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_widest_20_all_gaps_all_touches_mt2=14.26;phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_widest_20_all_gaps_first_touch_only_mt1=14.26;phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_widest_20_all_gaps_first_touch_only_mt2=14.26;phase10b::MNQ_10b_secondary_long_opening_fade_overnight_range_fade_long_tf15_opening_response_all_ranges_all_gaps_all_touches_mt1=-56.24;phase10b::MNQ_10b_secondary_long_opening_fade_overnight_range_fade_long_tf15_opening_response_all_ranges_all_gaps_all_touches_mt2=-56.24;phase10b::MNQ_10b_secondary_long_opening_fade_overnight_range_fade_long_tf5_opening_response_all_ranges_all_gaps_all_touches_mt1=-51.74;phase10b::MNQ_10b_secondary_long_opening_fade_overnight_range_fade_long_tf5_opening_response_all_ranges_all_gaps_all_touches_mt2=-51.74;phase11a::MNQ_11a_orfade_long_low_fade_OR5_opening_response_close_back_inside_fill_next_open_hard_stop_time_exit=-16.24;phase15a::MNQ_15a_trend_day_late_pullback_continuation_short_ema20_pullback_resume_close_confirm_fill_next_open_hard_stop_time_exit=-83.28,14
D,rare_setup_plus_15a,one_trade_at_a_time_chronological,2,2025-09-17,-83.28,negative,0.0,0.0,0.0,0.0,0.0,-83.28,no_contribution,no_contribution,hurt,phase15a::MNQ_15a_trend_day_late_pullback_continuation_short_ema20_pullback_resume_close_confirm_fill_next_open_hard_stop_time_exit=-83.28,1
D,greedy_low_correlation_with_15a,one_trade_at_a_time_chronological,2,2025-09-17,-120.76,negative,-37.480000000000004,0.0,0.0,0.0,0.0,-83.28,no_contribution,no_contribution,hurt,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_widest_20_all_gaps_first_touch_only_mt1=14.26;phase10b::MNQ_10b_secondary_long_opening_fade_overnight_range_fade_long_tf5_opening_response_all_ranges_all_gaps_all_touches_mt1=-51.74;phase15a::MNQ_15a_trend_day_late_pullback_continuation_short_ema20_pullback_resume_close_confirm_fill_next_open_hard_stop_time_exit=-83.28,3
D,audit_c_best_reconstructed,one_trade_at_a_time_chronological,2,2025-09-18,222.76,positive,0.0,222.76,0.0,164.52,0.0,0.0,helped,no_contribution,no_contribution,phase11a::MNQ_11a_orfade_long_low_fade_OR5_opening_response_close_back_inside_fill_next_open_hard_stop_time_exit=222.76;phase13a::MNQ_13a_prior_rth_high_low_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit=82.26;phase13a::MNQ_13a_prior_rth_high_low_breakout_long_close_confirm_fill_next_open_structure_target_time_exit=82.26,3
D,audit_c_best_plus_phase15a,one_trade_at_a_time_chronological,2,2025-09-18,222.76,positive,0.0,222.76,0.0,164.52,0.0,0.0,helped,no_contribution,no_contribution,phase11a::MNQ_11a_orfade_long_low_fade_OR5_opening_response_close_back_inside_fill_next_open_hard_stop_time_exit=222.76;phase13a::MNQ_13a_prior_rth_high_low_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit=82.26;phase13a::MNQ_13a_prior_rth_high_low_breakout_long_close_confirm_fill_next_open_structure_target_time_exit=82.26,3
D,audit_c_best_plus_13a_14a_15a,one_trade_at_a_time_chronological,2,2025-09-18,222.76,positive,0.0,222.76,0.0,164.52,0.0,0.0,helped,no_contribution,no_contribution,phase11a::MNQ_11a_orfade_long_low_fade_OR5_opening_response_close_back_inside_fill_next_open_hard_stop_time_exit=222.76;phase13a::MNQ_13a_prior_rth_high_low_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit=82.26;phase13a::MNQ_13a_prior_rth_high_low_breakout_long_close_confirm_fill_next_open_structure_target_time_exit=82.26,3
D,all_parked_modules_with_13a_14a_15a,one_trade_at_a_time_chronological,2,2025-09-18,222.76,positive,0.0,472.02,0.0,164.52,0.0,0.0,helped,no_contribution,no_contribution,phase11a::MNQ_11a_orfade_long_low_fade_OR5_opening_response_close_back_inside_fill_next_open_hard_stop_time_exit=222.76;phase11a::MNQ_11a_orfade_long_low_fade_OR5_opening_response_two_bar_inside_fill_next_open_hard_stop_time_exit=249.26;phase13a::MNQ_13a_prior_rth_high_low_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit=82.26;phase13a::MNQ_13a_prior_rth_high_low_breakout_long_close_confirm_fill_next_open_structure_target_time_exit=82.26,4
D,greedy_low_correlation_with_15a,one_trade_at_a_time_chronological,2,2025-09-18,249.26,positive,0.0,249.26,0.0,0.0,0.0,0.0,no_contribution,no_contribution,no_contribution,phase11a::MNQ_11a_orfade_long_low_fade_OR5_opening_response_two_bar_inside_fill_next_open_hard_stop_time_exit=249.26,1
D,audit_c_best_reconstructed,one_trade_at_a_time_chronological,2,2025-09-19,145.04000000000002,positive,0.0,146.78000000000003,0.0,-3.48,0.0,0.0,hurt,no_contribution,no_contribution,phase11a::MNQ_11a_orfade_long_low_fade_OR5_midday_response_close_back_inside_fill_next_open_hard_stop_time_exit=75.52;phase11a::MNQ_11a_orfade_long_low_fade_OR5_opening_response_close_back_inside_fill_next_open_hard_stop_time_exit=71.26;phase13a::MNQ_13a_prior_rth_high_low_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit=-1.74;phase13a::MNQ_13a_prior_rth_high_low_breakout_long_close_confirm_fill_next_open_structure_target_time_exit=-1.74,4
