audit,portfolio_set,portfolio_mode,fold,is_weak_fold,module_group,phase,net_pnl_contribution
B,greedy_low_correlation_with_phase13a,one_trade_at_a_time_chronological,6,False,phase11a opening range fade,phase11a,2508.22
B,greedy_low_correlation_with_phase13a,one_trade_at_a_time_chronological,6,False,phase12a opening-drive pullback,phase12a,421.19
B,greedy_low_correlation_with_phase13a,one_trade_at_a_time_chronological,6,False,phase13a prior RTH high/low breakout,phase13a,-221.96
B,greedy_low_correlation_with_phase13a,one_trade_at_a_time_chronological,6,False,phase14a prior RTH midpoint/close reaction,phase14a,1128.39
B,greedy_low_correlation_with_phase13a,one_trade_at_a_time_chronological,6,False,phase15a trend/power continuation,phase15a,1212.24
B,audit_a_best_reconstructed,raw_sum_diagnostic,2,False,phase10b overnight/prior-level branch,phase10b,-2697.0
B,audit_a_best_reconstructed,raw_sum_diagnostic,2,False,phase11a opening range fade,phase11a,2291.74
B,audit_a_best_reconstructed,raw_sum_diagnostic,2,False,phase12a opening-drive pullback,phase12a,94.03
B,audit_a_best_reconstructed,raw_sum_diagnostic,2,False,phase13a prior RTH high/low breakout,phase13a,475.24
B,audit_a_best_reconstructed,raw_sum_diagnostic,2,False,phase14a prior RTH midpoint/close reaction,phase14a,204.37
B,audit_a_best_reconstructed,raw_sum_diagnostic,2,False,phase15a trend/power continuation,phase15a,-634.14
B,audit_a_best_plus_phase13a,raw_sum_diagnostic,2,False,phase10b overnight/prior-level branch,phase10b,-2697.0
B,audit_a_best_plus_phase13a,raw_sum_diagnostic,2,False,phase11a opening range fade,phase11a,2291.74
B,audit_a_best_plus_phase13a,raw_sum_diagnostic,2,False,phase12a opening-drive pullback,phase12a,94.03
B,audit_a_best_plus_phase13a,raw_sum_diagnostic,2,False,phase13a prior RTH high/low breakout,phase13a,475.24
B,audit_a_best_plus_phase13a,raw_sum_diagnostic,2,False,phase14a prior RTH midpoint/close reaction,phase14a,204.37
B,audit_a_best_plus_phase13a,raw_sum_diagnostic,2,False,phase15a trend/power continuation,phase15a,-634.14
B,top_cross_family_plus_phase13a,raw_sum_diagnostic,2,False,phase10b overnight/prior-level branch,phase10b,-2697.0
B,top_cross_family_plus_phase13a,raw_sum_diagnostic,2,False,phase11a opening range fade,phase11a,2291.74
B,top_cross_family_plus_phase13a,raw_sum_diagnostic,2,False,phase12a opening-drive pullback,phase12a,94.03
B,top_cross_family_plus_phase13a,raw_sum_diagnostic,2,False,phase13a prior RTH high/low breakout,phase13a,475.24
B,top_cross_family_plus_phase13a,raw_sum_diagnostic,2,False,phase14a prior RTH midpoint/close reaction,phase14a,204.37
B,top_cross_family_plus_phase13a,raw_sum_diagnostic,2,False,phase15a trend/power continuation,phase15a,-634.14
B,diversifier_only_phase13a,raw_sum_diagnostic,2,False,phase10b overnight/prior-level branch,phase10b,-2697.0
B,diversifier_only_phase13a,raw_sum_diagnostic,2,False,phase11a opening range fade,phase11a,2291.74
B,diversifier_only_phase13a,raw_sum_diagnostic,2,False,phase12a opening-drive pullback,phase12a,94.03
B,diversifier_only_phase13a,raw_sum_diagnostic,2,False,phase13a prior RTH high/low breakout,phase13a,475.24
B,diversifier_only_phase13a,raw_sum_diagnostic,2,False,phase14a prior RTH midpoint/close reaction,phase14a,204.37
B,diversifier_only_phase13a,raw_sum_diagnostic,2,False,phase15a trend/power continuation,phase15a,-634.14
B,rare_plus_diversifier_modules,raw_sum_diagnostic,2,False,phase10b overnight/prior-level branch,phase10b,-2697.0
B,rare_plus_diversifier_modules,raw_sum_diagnostic,2,False,phase11a opening range fade,phase11a,2291.74
B,rare_plus_diversifier_modules,raw_sum_diagnostic,2,False,phase12a opening-drive pullback,phase12a,94.03
B,rare_plus_diversifier_modules,raw_sum_diagnostic,2,False,phase13a prior RTH high/low breakout,phase13a,475.24
B,rare_plus_diversifier_modules,raw_sum_diagnostic,2,False,phase14a prior RTH midpoint/close reaction,phase14a,204.37
B,rare_plus_diversifier_modules,raw_sum_diagnostic,2,False,phase15a trend/power continuation,phase15a,-634.14
B,greedy_low_correlation_with_phase13a,raw_sum_diagnostic,2,False,phase10b overnight/prior-level branch,phase10b,-2697.0
B,greedy_low_correlation_with_phase13a,raw_sum_diagnostic,2,False,phase11a opening range fade,phase11a,2291.74
B,greedy_low_correlation_with_phase13a,raw_sum_diagnostic,2,False,phase12a opening-drive pullback,phase12a,94.03
B,greedy_low_correlation_with_phase13a,raw_sum_diagnostic,2,False,phase13a prior RTH high/low breakout,phase13a,475.24
B,greedy_low_correlation_with_phase13a,raw_sum_diagnostic,2,False,phase14a prior RTH midpoint/close reaction,phase14a,204.37
B,greedy_low_correlation_with_phase13a,raw_sum_diagnostic,2,False,phase15a trend/power continuation,phase15a,-634.14
B,audit_a_best_reconstructed,raw_sum_diagnostic,3,False,phase10b overnight/prior-level branch,phase10b,14461.92
B,audit_a_best_reconstructed,raw_sum_diagnostic,3,False,phase11a opening range fade,phase11a,-846.18
B,audit_a_best_reconstructed,raw_sum_diagnostic,3,False,phase12a opening-drive pullback,phase12a,26.53
B,audit_a_best_reconstructed,raw_sum_diagnostic,3,False,phase13a prior RTH high/low breakout,phase13a,-1438.72
B,audit_a_best_reconstructed,raw_sum_diagnostic,3,False,phase14a prior RTH midpoint/close reaction,phase14a,-336.01
B,audit_a_best_reconstructed,raw_sum_diagnostic,3,False,phase15a trend/power continuation,phase15a,479.5
B,audit_a_best_plus_phase13a,raw_sum_diagnostic,3,False,phase10b overnight/prior-level branch,phase10b,14461.92
B,audit_a_best_plus_phase13a,raw_sum_diagnostic,3,False,phase11a opening range fade,phase11a,-846.18
B,audit_a_best_plus_phase13a,raw_sum_diagnostic,3,False,phase12a opening-drive pullback,phase12a,26.53
B,audit_a_best_plus_phase13a,raw_sum_diagnostic,3,False,phase13a prior RTH high/low breakout,phase13a,-1438.72
B,audit_a_best_plus_phase13a,raw_sum_diagnostic,3,False,phase14a prior RTH midpoint/close reaction,phase14a,-336.01
B,audit_a_best_plus_phase13a,raw_sum_diagnostic,3,False,phase15a trend/power continuation,phase15a,479.5
B,all_parked_modules_with_phase13a,raw_sum_diagnostic,3,False,phase10b overnight/prior-level branch,phase10b,14461.92
B,all_parked_modules_with_phase13a,raw_sum_diagnostic,3,False,phase11a opening range fade,phase11a,-846.18
B,all_parked_modules_with_phase13a,raw_sum_diagnostic,3,False,phase12a opening-drive pullback,phase12a,26.53
B,all_parked_modules_with_phase13a,raw_sum_diagnostic,3,False,phase13a prior RTH high/low breakout,phase13a,-1438.72
B,all_parked_modules_with_phase13a,raw_sum_diagnostic,3,False,phase14a prior RTH midpoint/close reaction,phase14a,-336.01
B,all_parked_modules_with_phase13a,raw_sum_diagnostic,3,False,phase15a trend/power continuation,phase15a,479.5
B,greedy_low_correlation_with_phase13a,raw_sum_diagnostic,3,False,phase10b overnight/prior-level branch,phase10b,14461.92
B,greedy_low_correlation_with_phase13a,raw_sum_diagnostic,3,False,phase11a opening range fade,phase11a,-846.18
B,greedy_low_correlation_with_phase13a,raw_sum_diagnostic,3,False,phase12a opening-drive pullback,phase12a,26.53
B,greedy_low_correlation_with_phase13a,raw_sum_diagnostic,3,False,phase13a prior RTH high/low breakout,phase13a,-1438.72
B,greedy_low_correlation_with_phase13a,raw_sum_diagnostic,3,False,phase14a prior RTH midpoint/close reaction,phase14a,-336.01
B,greedy_low_correlation_with_phase13a,raw_sum_diagnostic,3,False,phase15a trend/power continuation,phase15a,479.5
B,audit_a_best_reconstructed,raw_sum_diagnostic,4,False,phase10b overnight/prior-level branch,phase10b,6552.54
B,audit_a_best_reconstructed,raw_sum_diagnostic,4,False,phase11a opening range fade,phase11a,253.9
B,audit_a_best_reconstructed,raw_sum_diagnostic,4,False,phase12a opening-drive pullback,phase12a,644.48
B,audit_a_best_reconstructed,raw_sum_diagnostic,4,False,phase13a prior RTH high/low breakout,phase13a,712.54
B,audit_a_best_reconstructed,raw_sum_diagnostic,4,False,phase14a prior RTH midpoint/close reaction,phase14a,-210.47
B,audit_a_best_reconstructed,raw_sum_diagnostic,4,False,phase15a trend/power continuation,phase15a,385.74
B,audit_a_best_plus_phase13a,raw_sum_diagnostic,4,False,phase10b overnight/prior-level branch,phase10b,6552.54
B,audit_a_best_plus_phase13a,raw_sum_diagnostic,4,False,phase11a opening range fade,phase11a,253.9
B,audit_a_best_plus_phase13a,raw_sum_diagnostic,4,False,phase12a opening-drive pullback,phase12a,644.48
B,audit_a_best_plus_phase13a,raw_sum_diagnostic,4,False,phase13a prior RTH high/low breakout,phase13a,712.54
B,audit_a_best_plus_phase13a,raw_sum_diagnostic,4,False,phase14a prior RTH midpoint/close reaction,phase14a,-210.47
B,audit_a_best_plus_phase13a,raw_sum_diagnostic,4,False,phase15a trend/power continuation,phase15a,385.74
B,top_cross_family_plus_phase13a,raw_sum_diagnostic,4,False,phase10b overnight/prior-level branch,phase10b,6552.54
B,top_cross_family_plus_phase13a,raw_sum_diagnostic,4,False,phase11a opening range fade,phase11a,253.9
B,top_cross_family_plus_phase13a,raw_sum_diagnostic,4,False,phase12a opening-drive pullback,phase12a,644.48
B,top_cross_family_plus_phase13a,raw_sum_diagnostic,4,False,phase13a prior RTH high/low breakout,phase13a,712.54
B,top_cross_family_plus_phase13a,raw_sum_diagnostic,4,False,phase14a prior RTH midpoint/close reaction,phase14a,-210.47
B,top_cross_family_plus_phase13a,raw_sum_diagnostic,4,False,phase15a trend/power continuation,phase15a,385.74
B,diversifier_only_phase13a,raw_sum_diagnostic,4,False,phase10b overnight/prior-level branch,phase10b,6552.54
B,diversifier_only_phase13a,raw_sum_diagnostic,4,False,phase11a opening range fade,phase11a,253.9
B,diversifier_only_phase13a,raw_sum_diagnostic,4,False,phase12a opening-drive pullback,phase12a,644.48
B,diversifier_only_phase13a,raw_sum_diagnostic,4,False,phase13a prior RTH high/low breakout,phase13a,712.54
B,diversifier_only_phase13a,raw_sum_diagnostic,4,False,phase14a prior RTH midpoint/close reaction,phase14a,-210.47
B,diversifier_only_phase13a,raw_sum_diagnostic,4,False,phase15a trend/power continuation,phase15a,385.74
B,all_parked_modules_with_phase13a,raw_sum_diagnostic,4,False,phase10b overnight/prior-level branch,phase10b,6552.54
B,all_parked_modules_with_phase13a,raw_sum_diagnostic,4,False,phase11a opening range fade,phase11a,253.9
B,all_parked_modules_with_phase13a,raw_sum_diagnostic,4,False,phase12a opening-drive pullback,phase12a,644.48
B,all_parked_modules_with_phase13a,raw_sum_diagnostic,4,False,phase13a prior RTH high/low breakout,phase13a,712.54
B,all_parked_modules_with_phase13a,raw_sum_diagnostic,4,False,phase14a prior RTH midpoint/close reaction,phase14a,-210.47
B,all_parked_modules_with_phase13a,raw_sum_diagnostic,4,False,phase15a trend/power continuation,phase15a,385.74
B,rare_plus_diversifier_modules,raw_sum_diagnostic,4,False,phase10b overnight/prior-level branch,phase10b,6552.54
B,rare_plus_diversifier_modules,raw_sum_diagnostic,4,False,phase11a opening range fade,phase11a,253.9
B,rare_plus_diversifier_modules,raw_sum_diagnostic,4,False,phase12a opening-drive pullback,phase12a,644.48
B,rare_plus_diversifier_modules,raw_sum_diagnostic,4,False,phase13a prior RTH high/low breakout,phase13a,712.54
B,rare_plus_diversifier_modules,raw_sum_diagnostic,4,False,phase14a prior RTH midpoint/close reaction,phase14a,-210.47
B,rare_plus_diversifier_modules,raw_sum_diagnostic,4,False,phase15a trend/power continuation,phase15a,385.74
B,greedy_low_correlation_with_phase13a,raw_sum_diagnostic,4,False,phase10b overnight/prior-level branch,phase10b,6552.54
B,greedy_low_correlation_with_phase13a,raw_sum_diagnostic,4,False,phase11a opening range fade,phase11a,253.9
B,greedy_low_correlation_with_phase13a,raw_sum_diagnostic,4,False,phase12a opening-drive pullback,phase12a,644.48
B,greedy_low_correlation_with_phase13a,raw_sum_diagnostic,4,False,phase13a prior RTH high/low breakout,phase13a,712.54
B,greedy_low_correlation_with_phase13a,raw_sum_diagnostic,4,False,phase14a prior RTH midpoint/close reaction,phase14a,-210.47
B,greedy_low_correlation_with_phase13a,raw_sum_diagnostic,4,False,phase15a trend/power continuation,phase15a,385.74
B,audit_a_best_reconstructed,raw_sum_diagnostic,5,False,phase10b overnight/prior-level branch,phase10b,2903.08
B,audit_a_best_reconstructed,raw_sum_diagnostic,5,False,phase11a opening range fade,phase11a,336.26
B,audit_a_best_reconstructed,raw_sum_diagnostic,5,False,phase12a opening-drive pullback,phase12a,12.88
B,audit_a_best_reconstructed,raw_sum_diagnostic,5,False,phase13a prior RTH high/low breakout,phase13a,2262.5
B,audit_a_best_reconstructed,raw_sum_diagnostic,5,False,phase14a prior RTH midpoint/close reaction,phase14a,-81.94
B,audit_a_best_reconstructed,raw_sum_diagnostic,5,False,phase15a trend/power continuation,phase15a,303.57
B,audit_a_best_plus_phase13a,raw_sum_diagnostic,5,False,phase10b overnight/prior-level branch,phase10b,2903.08
B,audit_a_best_plus_phase13a,raw_sum_diagnostic,5,False,phase11a opening range fade,phase11a,336.26
B,audit_a_best_plus_phase13a,raw_sum_diagnostic,5,False,phase12a opening-drive pullback,phase12a,12.88
B,audit_a_best_plus_phase13a,raw_sum_diagnostic,5,False,phase13a prior RTH high/low breakout,phase13a,2262.5
B,audit_a_best_plus_phase13a,raw_sum_diagnostic,5,False,phase14a prior RTH midpoint/close reaction,phase14a,-81.94
B,audit_a_best_plus_phase13a,raw_sum_diagnostic,5,False,phase15a trend/power continuation,phase15a,303.57
B,top_cross_family_plus_phase13a,raw_sum_diagnostic,5,False,phase10b overnight/prior-level branch,phase10b,2903.08
B,top_cross_family_plus_phase13a,raw_sum_diagnostic,5,False,phase11a opening range fade,phase11a,336.26
B,top_cross_family_plus_phase13a,raw_sum_diagnostic,5,False,phase12a opening-drive pullback,phase12a,12.88
B,top_cross_family_plus_phase13a,raw_sum_diagnostic,5,False,phase13a prior RTH high/low breakout,phase13a,2262.5
B,top_cross_family_plus_phase13a,raw_sum_diagnostic,5,False,phase14a prior RTH midpoint/close reaction,phase14a,-81.94
B,top_cross_family_plus_phase13a,raw_sum_diagnostic,5,False,phase15a trend/power continuation,phase15a,303.57
B,diversifier_only_phase13a,raw_sum_diagnostic,5,False,phase10b overnight/prior-level branch,phase10b,2903.08
B,diversifier_only_phase13a,raw_sum_diagnostic,5,False,phase11a opening range fade,phase11a,336.26
B,diversifier_only_phase13a,raw_sum_diagnostic,5,False,phase12a opening-drive pullback,phase12a,12.88
B,diversifier_only_phase13a,raw_sum_diagnostic,5,False,phase13a prior RTH high/low breakout,phase13a,2262.5
B,diversifier_only_phase13a,raw_sum_diagnostic,5,False,phase14a prior RTH midpoint/close reaction,phase14a,-81.94
B,diversifier_only_phase13a,raw_sum_diagnostic,5,False,phase15a trend/power continuation,phase15a,303.57
B,all_parked_modules_with_phase13a,raw_sum_diagnostic,5,False,phase10b overnight/prior-level branch,phase10b,2903.08
B,all_parked_modules_with_phase13a,raw_sum_diagnostic,5,False,phase11a opening range fade,phase11a,336.26
B,all_parked_modules_with_phase13a,raw_sum_diagnostic,5,False,phase12a opening-drive pullback,phase12a,12.88
B,all_parked_modules_with_phase13a,raw_sum_diagnostic,5,False,phase13a prior RTH high/low breakout,phase13a,2262.5
B,all_parked_modules_with_phase13a,raw_sum_diagnostic,5,False,phase14a prior RTH midpoint/close reaction,phase14a,-81.94
B,all_parked_modules_with_phase13a,raw_sum_diagnostic,5,False,phase15a trend/power continuation,phase15a,303.57
B,rare_plus_diversifier_modules,raw_sum_diagnostic,5,False,phase10b overnight/prior-level branch,phase10b,2903.08
B,rare_plus_diversifier_modules,raw_sum_diagnostic,5,False,phase11a opening range fade,phase11a,336.26
B,rare_plus_diversifier_modules,raw_sum_diagnostic,5,False,phase12a opening-drive pullback,phase12a,12.88
B,rare_plus_diversifier_modules,raw_sum_diagnostic,5,False,phase13a prior RTH high/low breakout,phase13a,2262.5
B,rare_plus_diversifier_modules,raw_sum_diagnostic,5,False,phase14a prior RTH midpoint/close reaction,phase14a,-81.94
B,rare_plus_diversifier_modules,raw_sum_diagnostic,5,False,phase15a trend/power continuation,phase15a,303.57
B,greedy_low_correlation_with_phase13a,raw_sum_diagnostic,5,False,phase10b overnight/prior-level branch,phase10b,2903.08
B,greedy_low_correlation_with_phase13a,raw_sum_diagnostic,5,False,phase11a opening range fade,phase11a,336.26
B,greedy_low_correlation_with_phase13a,raw_sum_diagnostic,5,False,phase12a opening-drive pullback,phase12a,12.88
B,greedy_low_correlation_with_phase13a,raw_sum_diagnostic,5,False,phase13a prior RTH high/low breakout,phase13a,2262.5
B,greedy_low_correlation_with_phase13a,raw_sum_diagnostic,5,False,phase14a prior RTH midpoint/close reaction,phase14a,-81.94
B,greedy_low_correlation_with_phase13a,raw_sum_diagnostic,5,False,phase15a trend/power continuation,phase15a,303.57
B,audit_a_best_reconstructed,raw_sum_diagnostic,6,False,phase10b overnight/prior-level branch,phase10b,17390.06
B,audit_a_best_reconstructed,raw_sum_diagnostic,6,False,phase11a opening range fade,phase11a,2859.64
B,audit_a_best_reconstructed,raw_sum_diagnostic,6,False,phase12a opening-drive pullback,phase12a,596.17
B,audit_a_best_reconstructed,raw_sum_diagnostic,6,False,phase13a prior RTH high/low breakout,phase13a,26.12
B,audit_a_best_reconstructed,raw_sum_diagnostic,6,False,phase14a prior RTH midpoint/close reaction,phase14a,1122.02
B,audit_a_best_reconstructed,raw_sum_diagnostic,6,False,phase15a trend/power continuation,phase15a,1072.72
B,audit_a_best_plus_phase13a,raw_sum_diagnostic,6,False,phase10b overnight/prior-level branch,phase10b,17390.06
B,audit_a_best_plus_phase13a,raw_sum_diagnostic,6,False,phase11a opening range fade,phase11a,2859.64
B,audit_a_best_plus_phase13a,raw_sum_diagnostic,6,False,phase12a opening-drive pullback,phase12a,596.17
B,audit_a_best_plus_phase13a,raw_sum_diagnostic,6,False,phase13a prior RTH high/low breakout,phase13a,26.12
B,audit_a_best_plus_phase13a,raw_sum_diagnostic,6,False,phase14a prior RTH midpoint/close reaction,phase14a,1122.02
B,audit_a_best_plus_phase13a,raw_sum_diagnostic,6,False,phase15a trend/power continuation,phase15a,1072.72
B,top_cross_family_plus_phase13a,raw_sum_diagnostic,6,False,phase10b overnight/prior-level branch,phase10b,17390.06
B,top_cross_family_plus_phase13a,raw_sum_diagnostic,6,False,phase11a opening range fade,phase11a,2859.64
B,top_cross_family_plus_phase13a,raw_sum_diagnostic,6,False,phase12a opening-drive pullback,phase12a,596.17
B,top_cross_family_plus_phase13a,raw_sum_diagnostic,6,False,phase13a prior RTH high/low breakout,phase13a,26.12
B,top_cross_family_plus_phase13a,raw_sum_diagnostic,6,False,phase14a prior RTH midpoint/close reaction,phase14a,1122.02
B,top_cross_family_plus_phase13a,raw_sum_diagnostic,6,False,phase15a trend/power continuation,phase15a,1072.72
B,all_parked_modules_with_phase13a,raw_sum_diagnostic,6,False,phase10b overnight/prior-level branch,phase10b,17390.06
B,all_parked_modules_with_phase13a,raw_sum_diagnostic,6,False,phase11a opening range fade,phase11a,2859.64
B,all_parked_modules_with_phase13a,raw_sum_diagnostic,6,False,phase12a opening-drive pullback,phase12a,596.17
B,all_parked_modules_with_phase13a,raw_sum_diagnostic,6,False,phase13a prior RTH high/low breakout,phase13a,26.12
B,all_parked_modules_with_phase13a,raw_sum_diagnostic,6,False,phase14a prior RTH midpoint/close reaction,phase14a,1122.02
B,all_parked_modules_with_phase13a,raw_sum_diagnostic,6,False,phase15a trend/power continuation,phase15a,1072.72
B,rare_plus_diversifier_modules,raw_sum_diagnostic,6,False,phase10b overnight/prior-level branch,phase10b,17390.06
B,rare_plus_diversifier_modules,raw_sum_diagnostic,6,False,phase11a opening range fade,phase11a,2859.64
B,rare_plus_diversifier_modules,raw_sum_diagnostic,6,False,phase12a opening-drive pullback,phase12a,596.17
B,rare_plus_diversifier_modules,raw_sum_diagnostic,6,False,phase13a prior RTH high/low breakout,phase13a,26.12
B,rare_plus_diversifier_modules,raw_sum_diagnostic,6,False,phase14a prior RTH midpoint/close reaction,phase14a,1122.02
B,rare_plus_diversifier_modules,raw_sum_diagnostic,6,False,phase15a trend/power continuation,phase15a,1072.72
B,greedy_low_correlation_with_phase13a,raw_sum_diagnostic,6,False,phase10b overnight/prior-level branch,phase10b,17390.06
B,greedy_low_correlation_with_phase13a,raw_sum_diagnostic,6,False,phase11a opening range fade,phase11a,2859.64
B,greedy_low_correlation_with_phase13a,raw_sum_diagnostic,6,False,phase12a opening-drive pullback,phase12a,596.17
B,greedy_low_correlation_with_phase13a,raw_sum_diagnostic,6,False,phase13a prior RTH high/low breakout,phase13a,26.12
B,greedy_low_correlation_with_phase13a,raw_sum_diagnostic,6,False,phase14a prior RTH midpoint/close reaction,phase14a,1122.02
B,greedy_low_correlation_with_phase13a,raw_sum_diagnostic,6,False,phase15a trend/power continuation,phase15a,1072.72
C,audit_b_best_reconstructed,max_one_trade_per_session,1,False,phase10b overnight/prior-level branch,phase10b,-4533.27
C,audit_b_best_reconstructed,max_one_trade_per_session,1,False,phase11a opening range fade,phase11a,-1858.8
C,audit_b_best_reconstructed,max_one_trade_per_session,1,False,phase12a opening-drive pullback,phase12a,314.53
C,audit_b_best_reconstructed,max_one_trade_per_session,1,False,phase13a prior RTH high/low breakout,phase13a,-248.16
C,audit_b_best_reconstructed,max_one_trade_per_session,1,False,phase14a prior RTH midpoint/close reaction,phase14a,50.52
C,audit_b_best_reconstructed,max_one_trade_per_session,1,False,phase15a trend/power continuation,phase15a,-348.28
C,audit_b_best_plus_phase14a,max_one_trade_per_session,1,False,phase10b overnight/prior-level branch,phase10b,-3465.39
C,audit_b_best_plus_phase14a,max_one_trade_per_session,1,False,phase11a opening range fade,phase11a,-1753.12
C,audit_b_best_plus_phase14a,max_one_trade_per_session,1,False,phase12a opening-drive pullback,phase12a,314.53
C,audit_b_best_plus_phase14a,max_one_trade_per_session,1,False,phase13a prior RTH high/low breakout,phase13a,-275.68
C,audit_b_best_plus_phase14a,max_one_trade_per_session,1,False,phase14a prior RTH midpoint/close reaction,phase14a,100.0
C,audit_b_best_plus_phase14a,max_one_trade_per_session,1,False,phase15a trend/power continuation,phase15a,-348.28
C,audit_b_best_reconstructed,max_one_trade_per_session,2,False,phase10b overnight/prior-level branch,phase10b,1561.42
C,audit_b_best_reconstructed,max_one_trade_per_session,2,False,phase11a opening range fade,phase11a,2344.18
C,audit_b_best_reconstructed,max_one_trade_per_session,2,False,phase12a opening-drive pullback,phase12a,94.03
C,audit_b_best_reconstructed,max_one_trade_per_session,2,False,phase13a prior RTH high/low breakout,phase13a,447.72
C,audit_b_best_reconstructed,max_one_trade_per_session,2,False,phase14a prior RTH midpoint/close reaction,phase14a,253.85
C,audit_b_best_reconstructed,max_one_trade_per_session,2,False,phase15a trend/power continuation,phase15a,-752.88
C,audit_b_best_plus_phase14a,max_one_trade_per_session,2,False,phase10b overnight/prior-level branch,phase10b,-2697.0
C,audit_b_best_plus_phase14a,max_one_trade_per_session,2,False,phase11a opening range fade,phase11a,2291.74
C,audit_b_best_plus_phase14a,max_one_trade_per_session,2,False,phase12a opening-drive pullback,phase12a,94.03
C,audit_b_best_plus_phase14a,max_one_trade_per_session,2,False,phase13a prior RTH high/low breakout,phase13a,475.24
C,audit_b_best_plus_phase14a,max_one_trade_per_session,2,False,phase14a prior RTH midpoint/close reaction,phase14a,204.37
C,audit_b_best_plus_phase14a,max_one_trade_per_session,2,False,phase15a trend/power continuation,phase15a,-634.14
C,audit_b_best_plus_phase13a_and_phase14a,max_one_trade_per_session,2,False,phase10b overnight/prior-level branch,phase10b,-2697.0
C,audit_b_best_plus_phase13a_and_phase14a,max_one_trade_per_session,2,False,phase11a opening range fade,phase11a,1900.46
C,audit_b_best_plus_phase13a_and_phase14a,max_one_trade_per_session,2,False,phase12a opening-drive pullback,phase12a,94.03
C,audit_b_best_plus_phase13a_and_phase14a,max_one_trade_per_session,2,False,phase13a prior RTH high/low breakout,phase13a,475.24
C,audit_b_best_plus_phase13a_and_phase14a,max_one_trade_per_session,2,False,phase14a prior RTH midpoint/close reaction,phase14a,262.11
C,audit_b_best_plus_phase13a_and_phase14a,max_one_trade_per_session,2,False,phase15a trend/power continuation,phase15a,-634.14
C,top_cross_family_plus_13a_14a,max_one_trade_per_session,2,False,phase10b overnight/prior-level branch,phase10b,-2415.32
C,top_cross_family_plus_13a_14a,max_one_trade_per_session,2,False,phase11a opening range fade,phase11a,2060.68
C,top_cross_family_plus_13a_14a,max_one_trade_per_session,2,False,phase12a opening-drive pullback,phase12a,7.47
C,top_cross_family_plus_13a_14a,max_one_trade_per_session,2,False,phase13a prior RTH high/low breakout,phase13a,475.24
C,top_cross_family_plus_13a_14a,max_one_trade_per_session,2,False,phase14a prior RTH midpoint/close reaction,phase14a,262.11
C,top_cross_family_plus_13a_14a,max_one_trade_per_session,2,False,phase15a trend/power continuation,phase15a,-711.4
C,diversifier_only_13a_14a,max_one_trade_per_session,2,False,phase10b overnight/prior-level branch,phase10b,-1710.88
C,diversifier_only_13a_14a,max_one_trade_per_session,2,False,phase11a opening range fade,phase11a,2381.54
C,diversifier_only_13a_14a,max_one_trade_per_session,2,False,phase12a opening-drive pullback,phase12a,131.27
C,diversifier_only_13a_14a,max_one_trade_per_session,2,False,phase13a prior RTH high/low breakout,phase13a,423.72
C,diversifier_only_13a_14a,max_one_trade_per_session,2,False,phase14a prior RTH midpoint/close reaction,phase14a,355.68
C,diversifier_only_13a_14a,max_one_trade_per_session,2,False,phase15a trend/power continuation,phase15a,-703.66
C,prior_level_diversifiers_only,max_one_trade_per_session,2,False,phase10b overnight/prior-level branch,phase10b,-1710.88
C,prior_level_diversifiers_only,max_one_trade_per_session,2,False,phase11a opening range fade,phase11a,2381.54
C,prior_level_diversifiers_only,max_one_trade_per_session,2,False,phase12a opening-drive pullback,phase12a,131.27
C,prior_level_diversifiers_only,max_one_trade_per_session,2,False,phase13a prior RTH high/low breakout,phase13a,423.72
C,prior_level_diversifiers_only,max_one_trade_per_session,2,False,phase14a prior RTH midpoint/close reaction,phase14a,355.68
C,prior_level_diversifiers_only,max_one_trade_per_session,2,False,phase15a trend/power continuation,phase15a,-703.66
C,all_parked_modules_with_13a_14a,max_one_trade_per_session,2,False,phase10b overnight/prior-level branch,phase10b,-183.96
C,all_parked_modules_with_13a_14a,max_one_trade_per_session,2,False,phase11a opening range fade,phase11a,2325.22
C,all_parked_modules_with_13a_14a,max_one_trade_per_session,2,False,phase12a opening-drive pullback,phase12a,94.03
C,all_parked_modules_with_13a_14a,max_one_trade_per_session,2,False,phase13a prior RTH high/low breakout,phase13a,475.24
C,all_parked_modules_with_13a_14a,max_one_trade_per_session,2,False,phase14a prior RTH midpoint/close reaction,phase14a,253.85
C,all_parked_modules_with_13a_14a,max_one_trade_per_session,2,False,phase15a trend/power continuation,phase15a,-752.88
C,greedy_low_correlation_with_14a,max_one_trade_per_session,2,False,phase10b overnight/prior-level branch,phase10b,-2697.0
C,greedy_low_correlation_with_14a,max_one_trade_per_session,2,False,phase11a opening range fade,phase11a,2291.74
C,greedy_low_correlation_with_14a,max_one_trade_per_session,2,False,phase12a opening-drive pullback,phase12a,-29.77
C,greedy_low_correlation_with_14a,max_one_trade_per_session,2,False,phase13a prior RTH high/low breakout,phase13a,475.24
C,greedy_low_correlation_with_14a,max_one_trade_per_session,2,False,phase14a prior RTH midpoint/close reaction,phase14a,204.37
C,greedy_low_correlation_with_14a,max_one_trade_per_session,2,False,phase15a trend/power continuation,phase15a,-634.14
C,audit_b_best_reconstructed,max_one_trade_per_session,3,False,phase10b overnight/prior-level branch,phase10b,11271.38
C,audit_b_best_reconstructed,max_one_trade_per_session,3,False,phase11a opening range fade,phase11a,-860.72
