pruning_variant,priority_policy,portfolio_mode,fold,net_pnl,stress_pnl,active_days
overlay_keep_representatives_plus_diversifiers,hybrid_validation_then_correlation,max_one_trade_per_session,5,1346.09,1307.09,39
overlay_keep_representatives_plus_diversifiers,hybrid_validation_then_correlation,max_one_trade_per_session,6,1985.43,1943.43,42
overlay_keep_representatives_plus_diversifiers,concentration_adjusted_priority,one_trade_at_a_time_chronological,1,-735.91,-774.91,39
overlay_keep_representatives_plus_diversifiers,concentration_adjusted_priority,one_trade_at_a_time_chronological,2,-237.58,-276.58,39
overlay_keep_representatives_plus_diversifiers,concentration_adjusted_priority,one_trade_at_a_time_chronological,3,-416.09,-455.09,39
overlay_keep_representatives_plus_diversifiers,concentration_adjusted_priority,one_trade_at_a_time_chronological,4,507.14,468.14,39
overlay_keep_representatives_plus_diversifiers,concentration_adjusted_priority,one_trade_at_a_time_chronological,5,1772.75,1733.75,39
overlay_keep_representatives_plus_diversifiers,concentration_adjusted_priority,one_trade_at_a_time_chronological,6,4406.59,4364.59,42
overlay_keep_representatives_plus_diversifiers,concentration_adjusted_priority,max_one_trade_per_session,1,-415.08,-454.08,39
overlay_keep_representatives_plus_diversifiers,concentration_adjusted_priority,max_one_trade_per_session,2,-149.45,-188.45,39
overlay_keep_representatives_plus_diversifiers,concentration_adjusted_priority,max_one_trade_per_session,3,-1761.29,-1800.29,39
overlay_keep_representatives_plus_diversifiers,concentration_adjusted_priority,max_one_trade_per_session,4,580.75,541.75,39
overlay_keep_representatives_plus_diversifiers,concentration_adjusted_priority,max_one_trade_per_session,5,1346.09,1307.09,39
overlay_keep_representatives_plus_diversifiers,concentration_adjusted_priority,max_one_trade_per_session,6,1985.43,1943.43,42
overlay_keep_representatives_plus_diversifiers,lowest_correlation_first,one_trade_at_a_time_chronological,1,-735.91,-774.91,39
overlay_keep_representatives_plus_diversifiers,lowest_correlation_first,one_trade_at_a_time_chronological,2,-237.58,-276.58,39
overlay_keep_representatives_plus_diversifiers,lowest_correlation_first,one_trade_at_a_time_chronological,3,-416.09,-455.09,39
overlay_keep_representatives_plus_diversifiers,lowest_correlation_first,one_trade_at_a_time_chronological,4,507.14,468.14,39
overlay_keep_representatives_plus_diversifiers,lowest_correlation_first,one_trade_at_a_time_chronological,5,1772.75,1733.75,39
overlay_keep_representatives_plus_diversifiers,lowest_correlation_first,one_trade_at_a_time_chronological,6,4406.59,4364.59,42
overlay_keep_representatives_plus_diversifiers,lowest_correlation_first,max_one_trade_per_session,1,-415.08,-454.08,39
overlay_keep_representatives_plus_diversifiers,lowest_correlation_first,max_one_trade_per_session,2,-149.45,-188.45,39
overlay_keep_representatives_plus_diversifiers,lowest_correlation_first,max_one_trade_per_session,3,-1761.29,-1800.29,39
overlay_keep_representatives_plus_diversifiers,lowest_correlation_first,max_one_trade_per_session,4,580.75,541.75,39
overlay_keep_representatives_plus_diversifiers,lowest_correlation_first,max_one_trade_per_session,5,1346.09,1307.09,39
overlay_keep_representatives_plus_diversifiers,lowest_correlation_first,max_one_trade_per_session,6,1985.43,1943.43,42
overlay_keep_representatives_plus_diversifiers,rare_setup_first,one_trade_at_a_time_chronological,1,-735.91,-774.91,39
overlay_keep_representatives_plus_diversifiers,rare_setup_first,one_trade_at_a_time_chronological,2,-237.58,-276.58,39
overlay_keep_representatives_plus_diversifiers,rare_setup_first,one_trade_at_a_time_chronological,3,-416.09,-455.09,39
overlay_keep_representatives_plus_diversifiers,rare_setup_first,one_trade_at_a_time_chronological,4,507.14,468.14,39
overlay_keep_representatives_plus_diversifiers,rare_setup_first,one_trade_at_a_time_chronological,5,1772.75,1733.75,39
overlay_keep_representatives_plus_diversifiers,rare_setup_first,one_trade_at_a_time_chronological,6,4406.59,4364.59,42
overlay_keep_representatives_plus_diversifiers,rare_setup_first,max_one_trade_per_session,1,-415.08,-454.08,39
overlay_keep_representatives_plus_diversifiers,rare_setup_first,max_one_trade_per_session,2,-149.45,-188.45,39
overlay_keep_representatives_plus_diversifiers,rare_setup_first,max_one_trade_per_session,3,-1761.29,-1800.29,39
overlay_keep_representatives_plus_diversifiers,rare_setup_first,max_one_trade_per_session,4,580.75,541.75,39
overlay_keep_representatives_plus_diversifiers,rare_setup_first,max_one_trade_per_session,5,1346.09,1307.09,39
overlay_keep_representatives_plus_diversifiers,rare_setup_first,max_one_trade_per_session,6,1985.43,1943.43,42
overlay_keep_representatives_only,hybrid_validation_then_correlation,one_trade_at_a_time_chronological,1,-735.91,-774.91,39
overlay_keep_representatives_only,hybrid_validation_then_correlation,one_trade_at_a_time_chronological,2,-237.58,-276.58,39
overlay_keep_representatives_only,hybrid_validation_then_correlation,one_trade_at_a_time_chronological,3,-416.09,-455.09,39
overlay_keep_representatives_only,hybrid_validation_then_correlation,one_trade_at_a_time_chronological,4,507.14,468.14,39
overlay_keep_representatives_only,hybrid_validation_then_correlation,one_trade_at_a_time_chronological,5,1772.75,1733.75,39
overlay_keep_representatives_only,hybrid_validation_then_correlation,one_trade_at_a_time_chronological,6,4406.59,4364.59,42
overlay_keep_representatives_only,hybrid_validation_then_correlation,max_one_trade_per_session,1,-415.08,-454.08,39
overlay_keep_representatives_only,hybrid_validation_then_correlation,max_one_trade_per_session,2,-149.45,-188.45,39
overlay_keep_representatives_only,hybrid_validation_then_correlation,max_one_trade_per_session,3,-1761.29,-1800.29,39
overlay_keep_representatives_only,hybrid_validation_then_correlation,max_one_trade_per_session,4,580.75,541.75,39
overlay_keep_representatives_only,hybrid_validation_then_correlation,max_one_trade_per_session,5,1346.09,1307.09,39
overlay_keep_representatives_only,hybrid_validation_then_correlation,max_one_trade_per_session,6,1985.43,1943.43,42
overlay_keep_representatives_only,concentration_adjusted_priority,one_trade_at_a_time_chronological,1,-735.91,-774.91,39
overlay_keep_representatives_only,concentration_adjusted_priority,one_trade_at_a_time_chronological,2,-237.58,-276.58,39
overlay_keep_representatives_only,concentration_adjusted_priority,one_trade_at_a_time_chronological,3,-416.09,-455.09,39
overlay_keep_representatives_only,concentration_adjusted_priority,one_trade_at_a_time_chronological,4,507.14,468.14,39
