candidate_id,trading_session,pnl,trades
MNQ_9c_vcb_tf5_realized_vol_percentile_lb8_q02_short_extended_midday_close_confirm_fill_next_open_close_back_inside_box_invalidation_with_hard_cap,2026-06-05,350.89,2
MNQ_9c_vcb_tf5_realized_vol_percentile_lb8_q02_short_extended_midday_close_confirm_fill_next_open_capped_opposite_box_stop_time_exit,2026-06-05,350.89,2
MNQ_9c_vcb_tf5_atr_percentile_lb8_q02_short_extended_midday_next_bar_open_capped_opposite_box_stop_time_exit,2026-06-05,350.27,2
MNQ_9c_vcb_tf5_atr_percentile_lb8_q02_short_extended_midday_next_bar_open_close_back_inside_box_invalidation_with_hard_cap,2026-06-05,350.27,2
MNQ_9c_vcb_tf5_atr_percentile_lb8_q02_short_core_midday_next_bar_open_capped_opposite_box_stop_time_exit,2026-06-05,350.27,2
MNQ_9c_vcb_tf5_atr_percentile_lb8_q02_short_core_midday_next_bar_open_close_back_inside_box_invalidation_with_hard_cap,2026-06-05,350.27,2
MNQ_9c_vcb_tf5_realized_vol_percentile_lb8_q02_short_extended_midday_close_confirm_fill_next_open_close_back_inside_box_invalidation_with_hard_cap,2026-02-12,336.52,2
MNQ_9c_vcb_tf5_realized_vol_percentile_lb8_q02_short_extended_midday_close_confirm_fill_next_open_capped_opposite_box_stop_time_exit,2026-02-12,336.52,2
MNQ_9c_vcb_tf5_realized_vol_percentile_lb8_q02_short_core_midday_close_confirm_fill_next_open_capped_opposite_box_stop_time_exit,2026-02-12,336.52,2
MNQ_9c_vcb_tf5_realized_vol_percentile_lb8_q02_short_core_midday_close_confirm_fill_next_open_close_back_inside_box_invalidation_with_hard_cap,2026-02-12,336.52,2
MNQ_9c_vcb_tf15_range_percentile_lb12_q02_short_extended_midday_close_confirm_fill_next_open_close_back_inside_box_invalidation_with_hard_cap,2026-02-04,320.26,1
MNQ_9c_vcb_tf15_range_percentile_lb12_q02_short_extended_midday_close_confirm_fill_next_open_capped_opposite_box_stop_time_exit,2026-02-04,320.26,1
MNQ_9c_vcb_tf15_range_percentile_lb12_q02_short_core_midday_close_confirm_fill_next_open_capped_opposite_box_stop_time_exit,2026-02-04,320.26,1
MNQ_9c_vcb_tf15_range_percentile_lb12_q02_short_core_midday_close_confirm_fill_next_open_close_back_inside_box_invalidation_with_hard_cap,2026-02-04,320.26,1
MNQ_9c_vcb_tf15_realized_vol_percentile_lb12_q02_short_extended_midday_next_bar_open_capped_opposite_box_stop_time_exit,2025-10-22,319.76,1
MNQ_9c_vcb_tf15_realized_vol_percentile_lb12_q02_short_core_midday_next_bar_open_capped_opposite_box_stop_time_exit,2025-10-22,319.76,1
MNQ_9c_vcb_tf15_atr_percentile_lb12_q02_short_core_midday_next_bar_open_close_back_inside_box_invalidation_with_hard_cap,2025-10-22,319.76,1
MNQ_9c_vcb_tf15_atr_percentile_lb12_q02_short_core_midday_next_bar_open_capped_opposite_box_stop_time_exit,2025-10-22,319.76,1
MNQ_9c_vcb_tf15_atr_percentile_lb12_q02_short_extended_midday_next_bar_open_close_back_inside_box_invalidation_with_hard_cap,2025-10-22,319.76,1
MNQ_9c_vcb_tf15_realized_vol_percentile_lb12_q02_short_core_midday_next_bar_open_close_back_inside_box_invalidation_with_hard_cap,2025-10-22,319.76,1
MNQ_9c_vcb_tf15_atr_percentile_lb12_q02_short_extended_midday_next_bar_open_capped_opposite_box_stop_time_exit,2025-10-22,319.76,1
MNQ_9c_vcb_tf15_realized_vol_percentile_lb12_q02_short_extended_midday_next_bar_open_close_back_inside_box_invalidation_with_hard_cap,2025-10-22,319.76,1
MNQ_9c_vcb_tf5_atr_percentile_lb8_q02_short_extended_midday_next_bar_open_capped_opposite_box_stop_time_exit,2026-05-12,312.02,2
MNQ_9c_vcb_tf5_realized_vol_percentile_lb8_q02_short_extended_midday_next_bar_open_capped_opposite_box_stop_time_exit,2026-05-12,302.52,2
MNQ_9c_vcb_tf5_realized_vol_percentile_lb8_q02_short_extended_midday_close_confirm_fill_next_open_capped_opposite_box_stop_time_exit,2026-02-04,291.52,2
MNQ_9c_vcb_tf5_realized_vol_percentile_lb8_q02_short_core_midday_close_confirm_fill_next_open_capped_opposite_box_stop_time_exit,2026-02-04,291.52,2
MNQ_9c_vcb_tf5_realized_vol_percentile_lb8_q02_short_core_midday_next_bar_open_close_back_inside_box_invalidation_with_hard_cap,2026-06-12,287.26,1
MNQ_9c_vcb_tf5_realized_vol_percentile_lb8_q02_short_extended_midday_next_bar_open_capped_opposite_box_stop_time_exit,2026-06-12,287.26,1
MNQ_9c_vcb_tf5_realized_vol_percentile_lb8_q02_short_core_midday_next_bar_open_capped_opposite_box_stop_time_exit,2026-06-12,287.26,1
MNQ_9c_vcb_tf5_realized_vol_percentile_lb8_q02_short_extended_midday_next_bar_open_close_back_inside_box_invalidation_with_hard_cap,2026-06-12,287.26,1
MNQ_9c_vcb_tf5_realized_vol_percentile_lb8_q02_short_core_midday_next_bar_open_capped_opposite_box_stop_time_exit,2025-09-02,284.89,2
MNQ_9c_vcb_tf5_atr_percentile_lb8_q02_short_core_midday_next_bar_open_close_back_inside_box_invalidation_with_hard_cap,2025-09-02,284.89,2
MNQ_9c_vcb_tf5_atr_percentile_lb8_q02_short_core_midday_next_bar_open_capped_opposite_box_stop_time_exit,2025-09-02,284.89,2
MNQ_9c_vcb_tf5_realized_vol_percentile_lb8_q02_short_extended_midday_next_bar_open_close_back_inside_box_invalidation_with_hard_cap,2025-09-02,284.89,2
MNQ_9c_vcb_tf5_realized_vol_percentile_lb8_q02_short_core_midday_next_bar_open_close_back_inside_box_invalidation_with_hard_cap,2025-09-02,284.89,2
MNQ_9c_vcb_tf5_atr_percentile_lb8_q02_short_extended_midday_next_bar_open_capped_opposite_box_stop_time_exit,2025-09-02,284.89,2
MNQ_9c_vcb_tf5_realized_vol_percentile_lb8_q02_short_extended_midday_next_bar_open_capped_opposite_box_stop_time_exit,2025-09-02,284.89,2
MNQ_9c_vcb_tf5_atr_percentile_lb8_q02_short_extended_midday_next_bar_open_close_back_inside_box_invalidation_with_hard_cap,2025-09-02,284.89,2
MNQ_9c_vcb_tf15_atr_percentile_lb12_q02_short_core_midday_close_confirm_fill_next_open_close_back_inside_box_invalidation_with_hard_cap,2026-02-03,278.76,1
MNQ_9c_vcb_tf15_atr_percentile_lb12_q02_short_core_midday_close_confirm_fill_next_open_capped_opposite_box_stop_time_exit,2026-02-03,278.76,1
MNQ_9c_vcb_tf15_realized_vol_percentile_lb12_q02_short_core_midday_close_confirm_fill_next_open_capped_opposite_box_stop_time_exit,2026-02-03,278.76,1
MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_core_midday_close_confirm_fill_next_open_close_back_inside_box_invalidation_with_hard_cap,2026-06-09,278.76,1
MNQ_9c_vcb_tf15_realized_vol_percentile_lb12_q02_short_extended_midday_close_confirm_fill_next_open_close_back_inside_box_invalidation_with_hard_cap,2026-02-03,278.76,1
MNQ_9c_vcb_tf15_realized_vol_percentile_lb12_q02_short_extended_midday_close_confirm_fill_next_open_capped_opposite_box_stop_time_exit,2026-02-03,278.76,1
MNQ_9c_vcb_tf5_range_percentile_lb8_q02_short_core_midday_close_confirm_fill_next_open_capped_opposite_box_stop_time_exit,2026-06-09,278.76,1
MNQ_9c_vcb_tf15_atr_percentile_lb12_q02_short_extended_midday_close_confirm_fill_next_open_capped_opposite_box_stop_time_exit,2026-02-03,278.76,1
