portfolio_set,portfolio_mode,trading_session,net_pnl,negative_day_rank,is_worst_20_day,phase13a_pnl,non_phase13a_pnl,phase13a_helped,phase13a_hurt,no_module_helped
audit_a_best_plus_phase13a,max_one_trade_per_session,2025-12-09,-11.74,102,False,217.07999999999998,-346.55999999999995,True,False,False
audit_a_best_plus_phase13a,max_one_trade_per_session,2025-08-04,-10.74,103,False,-7.81999999999999,-548.32,False,True,True
audit_a_best_plus_phase13a,max_one_trade_per_session,2025-07-29,-10.24,104,False,405.15999999999997,69.97000000000003,False,False,False
audit_a_best_plus_phase13a,max_one_trade_per_session,2025-10-10,-9.24,105,False,-1285.04,2950.16,False,True,False
audit_a_best_plus_phase13a,max_one_trade_per_session,2025-12-30,-9.24,106,False,16.679999999999986,469.48,False,False,False
audit_a_best_plus_phase13a,max_one_trade_per_session,2025-10-24,-9.24,107,False,-235.6,-1331.39,False,True,True
audit_a_best_plus_phase13a,max_one_trade_per_session,2025-12-26,-8.74,108,False,-438.18,-233.94,False,True,True
audit_a_best_plus_phase13a,max_one_trade_per_session,2025-10-16,-7.74,109,False,-830.0799999999999,-2013.17,False,True,True
audit_a_best_plus_phase13a,max_one_trade_per_session,2025-10-03,-6.24,110,False,-198.8,485.27,False,True,False
audit_a_best_plus_phase13a,max_one_trade_per_session,2026-03-13,-5.74,111,False,-960.84,1199.26,False,True,False
audit_a_best_plus_phase13a,max_one_trade_per_session,2025-12-15,-5.24,112,False,275.34,-1321.88,True,False,False
audit_a_best_plus_phase13a,max_one_trade_per_session,2025-07-22,-1.74,113,False,-760.98,144.67999999999998,False,True,False
audit_a_best_plus_phase13a,max_one_trade_per_session,2025-12-24,-0.74,114,False,-169.92000000000002,-186.63,False,True,True
audit_a_best_plus_phase13a,max_one_trade_per_session,2026-06-15,-0.74,115,False,106.16,-870.26,True,False,False
audit_a_best_plus_phase13a,max_one_trade_per_session,2026-05-08,-0.24,116,False,-125.96000000000001,118.69999999999999,False,True,False
