portfolio_set,portfolio_mode,trading_session,current_playbook_no_accepted_trade,phase13a_added_trade,no_module_fired_at_all,large_intraday_movement,rth_range
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-04-24,True,False,True,False,166.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-04-25,True,False,True,False,209.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-04-26,True,False,True,False,149.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-04-27,True,False,True,False,240.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-04-28,True,False,True,False,152.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-05-01,True,False,True,False,104.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-05-02,True,False,True,False,202.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-05-03,True,False,True,False,218.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-05-04,True,False,True,False,129.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-05-05,True,False,True,False,234.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-05-08,True,False,True,False,113.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-05-09,True,False,True,False,68.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-05-10,True,False,True,False,185.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-05-11,True,False,True,False,110.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-05-12,True,False,True,False,177.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-05-15,True,False,True,False,127.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-05-16,True,False,True,False,119.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-05-17,True,False,True,False,194.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-05-18,True,False,True,False,248.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-05-19,True,False,True,False,114.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-05-22,True,False,True,False,99.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-05-23,True,False,True,False,169.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-05-24,True,False,True,False,139.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-05-25,True,False,True,False,180.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-05-26,True,False,True,True,354.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-05-29,True,False,True,False,43.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-05-30,True,False,True,False,223.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-05-31,True,False,True,False,159.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-06-01,True,False,True,False,276.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-06-02,True,False,True,False,157.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-06-05,True,False,True,False,151.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-06-06,True,False,True,False,119.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-06-07,True,False,True,True,370.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-06-08,True,False,True,False,195.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-06-09,True,False,True,False,192.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-06-12,True,False,True,False,222.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-06-13,True,False,True,False,165.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-06-14,True,False,True,False,239.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-06-15,True,False,True,True,326.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-06-16,True,False,True,False,216.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-06-19,True,False,True,False,22.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-06-20,True,False,True,False,184.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-06-21,True,False,True,False,216.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-06-22,True,False,True,False,254.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-06-23,True,False,True,False,170.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-06-26,True,False,True,True,298.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-06-27,True,False,True,False,251.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-06-28,True,False,True,False,193.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-06-29,True,False,True,False,116.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-06-30,True,False,True,False,138.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-07-03,True,False,True,False,82.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-07-04,True,False,True,False,27.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-07-05,True,False,True,False,139.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-07-06,True,False,True,False,140.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-07-07,True,False,True,False,187.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-07-10,True,False,True,False,151.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-07-11,True,False,True,False,170.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-07-12,True,False,True,False,163.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-07-13,True,False,True,False,189.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-07-14,True,False,True,False,199.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-07-17,True,False,True,False,178.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-07-18,True,False,True,True,296.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-07-19,True,False,True,False,151.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-07-20,True,False,True,True,347.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-07-21,True,False,True,False,197.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-07-24,True,False,True,False,133.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-07-25,True,False,True,False,147.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-07-26,True,False,True,False,169.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-07-27,True,False,True,True,391.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-07-28,True,False,True,False,180.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-07-31,True,False,True,False,104.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-08-01,True,False,True,False,121.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-08-02,True,False,True,False,255.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-08-03,True,False,True,False,172.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-08-04,True,False,True,False,273.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-08-07,True,False,True,False,156.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-08-08,True,False,True,False,163.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-08-09,True,False,True,False,224.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-08-10,True,False,True,True,305.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-08-11,True,False,True,False,137.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-08-14,True,False,True,False,237.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-08-15,True,False,True,False,183.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-08-16,True,False,True,False,206.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-08-17,True,False,True,False,254.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-08-18,True,False,True,False,193.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-08-21,True,False,True,False,225.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-08-22,True,False,True,False,161.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-08-23,True,False,True,False,243.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-08-24,True,False,True,True,484.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-08-25,True,False,True,True,296.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-08-28,True,False,True,False,143.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-08-29,True,False,True,True,367.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-08-30,True,False,True,False,150.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-08-31,True,False,True,False,118.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-09-01,True,False,True,False,198.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-09-04,True,False,True,False,66.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-09-05,True,False,True,False,143.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-09-06,True,False,True,False,203.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-09-07,True,False,True,False,153.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-09-08,True,False,True,False,135.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-09-11,True,False,True,False,159.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-09-12,True,False,True,False,171.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-09-13,True,False,True,False,166.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-09-14,True,False,True,False,183.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-09-15,True,False,True,False,271.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-09-18,True,False,True,False,117.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-09-19,True,False,True,False,159.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-09-20,True,False,True,False,287.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-09-21,True,False,True,False,160.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-09-22,True,False,True,False,174.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-09-25,True,False,True,False,156.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-09-26,True,False,True,False,179.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-09-27,True,False,True,False,234.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-09-28,True,False,True,False,291.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-09-29,True,False,True,False,249.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-10-02,True,False,True,False,199.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-10-03,True,False,True,True,322.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-10-04,True,False,True,False,221.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-10-05,True,False,True,False,210.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-10-06,True,False,True,True,458.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-10-09,True,False,True,False,263.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-10-10,True,False,True,False,203.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-10-11,True,False,True,False,134.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-10-12,True,False,True,False,253.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-10-13,True,False,True,True,305.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-10-16,True,False,True,False,169.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-10-17,True,False,True,False,259.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-10-18,True,False,True,False,245.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-10-19,True,False,True,False,286.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-10-20,True,False,True,False,234.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-10-23,True,False,True,True,340.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-10-24,True,False,True,False,172.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-10-25,True,False,True,True,297.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-10-26,True,False,True,True,322.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-10-27,True,False,True,False,198.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-10-30,True,False,True,False,170.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-10-31,True,False,True,False,192.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-11-01,True,False,True,False,246.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-11-02,True,False,True,False,139.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-11-03,True,False,True,False,188.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-11-06,True,False,True,False,119.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-11-07,True,False,True,False,188.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-11-08,True,False,True,False,131.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-11-09,True,False,True,False,216.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-11-10,True,False,True,True,299.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-11-13,True,False,True,False,124.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-11-14,True,False,True,False,128.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-11-15,True,False,True,False,144.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-11-16,True,False,True,False,109.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-11-17,True,False,True,False,115.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-11-20,True,False,True,False,222.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-11-21,True,False,True,False,104.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-11-22,True,False,True,False,168.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-11-23,True,False,True,False,23.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-11-24,True,False,True,False,71.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-11-27,True,False,True,False,118.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-11-28,True,False,True,False,113.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-11-29,True,False,True,False,194.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-11-30,True,False,True,False,195.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-12-01,True,False,True,False,185.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-12-04,True,False,True,False,164.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-12-05,True,False,True,False,178.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-12-06,True,False,True,False,237.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-12-07,True,False,True,False,177.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-12-08,True,False,True,False,172.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-12-11,True,False,True,False,177.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-12-12,True,False,True,False,182.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-12-13,True,False,True,False,229.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-12-14,True,False,True,False,250.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-12-15,True,False,True,False,124.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-12-18,True,False,True,False,142.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-12-19,True,False,True,False,83.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-12-20,True,False,True,True,313.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-12-21,True,False,True,False,151.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-12-22,True,False,True,False,145.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-12-26,True,False,True,False,106.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-12-27,True,False,True,False,72.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-12-28,True,False,True,False,81.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2023-12-29,True,False,True,False,169.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-01-02,True,False,True,False,251.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-01-03,True,False,True,False,131.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-01-04,True,False,True,False,148.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-01-05,True,False,True,False,173.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-01-08,True,False,True,True,306.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-01-09,True,False,True,False,207.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-01-10,True,False,True,False,181.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-01-11,True,False,True,False,290.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-01-12,True,False,True,False,129.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-01-15,True,False,True,False,44.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-01-16,True,False,True,False,179.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-01-17,True,False,True,False,196.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-01-18,True,False,True,False,183.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-01-19,True,False,True,False,282.0
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-01-22,True,False,True,False,150.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-01-23,True,False,True,False,129.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-01-24,True,False,True,False,189.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-01-25,True,False,True,False,210.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-01-26,True,False,True,False,130.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-01-29,True,False,True,False,196.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-01-30,True,False,True,False,136.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-01-31,True,False,True,False,252.25
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-02-01,True,False,True,False,189.5
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-02-02,True,False,True,True,309.75
audit_a_best_plus_phase13a,one_trade_at_a_time_chronological,2024-02-05,True,False,True,False,191.25
