trading_session,overnight_prior_level_module_coverage,opening_range_fade_coverage,opening_drive_pullback_coverage,prior_rth_breakout_coverage,any_module_coverage,no_coverage,rth_open,rth_close,rth_high,rth_low,rth_range,first_30m_direction,first_60m_direction,day_close_position_in_rth_range,rth_trend_day_proxy,rth_range_day_proxy,volatility_bucket,gap_from_prior_rth_close,lunch_range_expansion,power_hour_expansion,prior_rth_high_low_interaction,large_intraday_movement
2023-04-26,False,False,False,False,False,True,12950.0,12882.25,13012.5,12863.0,149.5,up,down,0.128763,True,False,low,141.25,True,True,False,False
2023-04-27,False,False,False,False,False,True,13040.75,13231.25,13253.25,13013.25,240.0,down,up,0.908333,True,False,normal,158.5,False,False,True,False
2023-04-28,False,False,False,False,False,True,13220.25,13323.5,13324.5,13172.5,152.0,down,up,0.993421,True,False,low,-11.0,True,False,True,False
2023-05-01,False,False,False,False,False,True,13301.0,13303.5,13363.0,13258.75,104.25,up,down,0.429257,False,True,low,-22.5,True,True,True,False
2023-05-02,False,False,False,False,False,True,13301.0,13184.75,13313.25,13111.0,202.25,down,down,0.364648,False,True,normal,-2.5,False,False,True,False
2023-05-03,False,False,False,False,False,True,13199.0,13100.25,13310.0,13092.0,218.0,up,down,0.037844,True,False,normal,14.25,False,True,True,False
2023-05-04,False,False,False,False,False,True,13082.75,13048.0,13131.25,13001.75,129.5,down,down,0.357143,False,True,low,-17.5,True,True,True,False
2023-05-05,False,False,False,False,False,True,13139.0,13323.75,13358.75,13124.25,234.5,up,up,0.850746,True,False,normal,91.0,False,False,True,False
2023-05-08,False,False,False,False,False,True,13301.0,13354.5,13368.0,13254.5,113.5,down,down,0.881057,True,False,low,-22.75,True,False,True,False
2023-05-09,False,False,False,False,False,True,13281.0,13266.0,13317.5,13249.25,68.25,up,up,0.245421,False,False,low,-73.5,True,True,True,False
2023-05-10,False,False,False,False,False,True,13366.75,13410.75,13448.0,13262.75,185.25,up,up,0.79892,False,False,normal,100.75,True,True,True,False
2023-05-11,False,False,False,False,False,True,13427.0,13447.0,13472.0,13361.5,110.5,down,down,0.773756,False,False,low,16.25,True,True,True,False
2023-05-12,False,False,False,False,False,True,13467.75,13397.25,13487.25,13310.0,177.25,down,down,0.492243,False,True,normal,20.75,True,True,True,False
2023-05-15,False,False,False,False,False,True,13416.75,13472.0,13479.0,13351.25,127.75,down,down,0.945205,True,False,low,19.5,False,False,False,False
2023-05-16,False,False,False,False,False,True,13436.25,13482.0,13554.25,13434.5,119.75,up,up,0.39666,False,True,low,-35.75,True,False,True,False
2023-05-17,False,False,False,False,False,True,13525.0,13644.75,13669.25,13475.0,194.25,down,down,0.873874,True,False,normal,43.0,True,False,True,False
2023-05-18,False,False,False,False,False,True,13653.75,13889.5,13901.0,13652.75,248.25,up,up,0.953676,True,False,normal,9.0,False,True,True,False
2023-05-19,False,False,False,False,False,True,13897.75,13858.0,13929.0,13814.25,114.75,down,up,0.381264,False,True,low,8.25,True,True,True,False
2023-05-22,False,False,False,False,False,True,13848.25,13905.25,13946.75,13847.0,99.75,up,up,0.58396,False,True,low,-9.75,True,True,True,False
2023-05-23,False,False,False,False,False,True,13831.25,13725.25,13880.0,13711.0,169.0,up,up,0.08432,True,False,low,-74.0,True,False,True,False
2023-05-24,False,False,False,False,False,True,13642.75,13653.5,13705.75,13566.75,139.0,up,down,0.624101,False,True,low,-82.5,False,True,True,False
2023-05-25,False,False,False,False,False,True,13954.75,13977.75,14031.5,13851.25,180.25,down,down,0.701803,False,False,normal,301.25,True,True,True,False
2023-05-26,False,False,False,False,False,True,14018.0,14333.25,14368.75,14014.75,354.0,up,up,0.899718,True,False,high,40.25,False,False,True,True
2023-05-29,False,False,False,False,False,True,14378.5,14406.25,14411.25,14367.75,43.5,down,up,0.885057,True,False,low,45.25,True,False,True,False
2023-05-30,False,False,False,False,False,True,14510.0,14397.0,14559.75,14336.25,223.5,down,down,0.271812,False,False,normal,103.75,True,False,True,False
2023-05-31,False,False,False,False,False,True,14330.25,14302.0,14412.25,14252.5,159.75,up,down,0.309859,False,False,low,-66.75,True,True,True,False
2023-06-01,False,False,False,False,False,True,14298.25,14473.5,14528.25,14252.0,276.25,up,up,0.80181,True,False,normal,-3.75,False,False,True,False
2023-06-02,False,False,False,False,False,True,14543.25,14579.25,14627.75,14470.0,157.75,down,down,0.692552,False,False,low,69.75,True,False,True,False
2023-06-05,False,False,False,False,False,True,14568.5,14587.5,14695.25,14543.75,151.5,up,up,0.288779,False,False,low,-10.75,False,True,True,False
2023-06-06,False,False,False,False,False,True,14560.75,14584.0,14624.0,14505.0,119.0,down,up,0.663866,False,False,low,-26.75,True,True,True,False
2023-06-07,False,False,False,False,False,True,14592.0,14331.75,14675.5,14305.5,370.0,up,down,0.070946,True,False,high,8.0,True,False,True,True
2023-06-08,False,False,False,False,False,True,14337.75,14500.0,14523.5,14328.0,195.5,up,up,0.879795,True,False,normal,6.0,False,False,False,False
2023-06-09,False,False,False,False,False,True,14561.75,14556.25,14688.0,14496.0,192.0,up,up,0.313802,False,False,normal,61.75,True,False,True,False
2023-06-12,False,False,False,False,False,True,14622.75,14802.75,14805.0,14583.0,222.0,down,up,0.989865,True,False,normal,66.5,False,True,True,False
2023-06-13,False,False,False,False,False,True,14913.0,14911.25,14945.0,14779.5,165.5,down,down,0.796073,False,False,low,110.25,True,True,True,False
2023-06-14,False,False,False,False,False,True,15095.5,15203.0,15215.75,14976.0,239.75,up,up,0.94682,True,False,normal,184.25,False,True,True,False
2023-06-15,False,False,False,False,False,True,15141.0,15377.25,15441.0,15114.25,326.75,up,up,0.804897,True,False,high,-62.0,False,False,True,True
2023-06-16,False,False,False,False,False,True,15471.0,15274.5,15475.5,15258.75,216.75,down,down,0.072664,True,False,normal,93.75,True,False,True,False
2023-06-19,False,False,False,False,False,True,15251.25,15237.75,15253.25,15230.5,22.75,down,down,0.318681,False,False,low,-23.25,True,False,True,False
2023-06-20,False,False,False,False,False,True,15212.5,15253.75,15310.25,15126.25,184.0,up,down,0.692935,False,False,normal,-25.25,True,False,True,False
2023-06-21,False,False,False,False,False,True,15201.75,15045.5,15219.25,15002.5,216.75,down,down,0.198385,True,False,normal,-52.0,False,True,True,False
2023-06-22,False,False,False,False,False,True,14981.75,15213.5,15218.0,14964.0,254.0,up,up,0.982283,True,False,normal,-63.75,False,False,True,False
2023-06-23,False,False,False,False,False,True,15043.5,15060.25,15155.5,14984.75,170.75,down,up,0.442167,False,True,low,-170.0,True,True,False,False
2023-06-26,False,False,False,False,False,True,15036.0,14857.75,15152.25,14853.5,298.75,up,up,0.014226,True,False,high,-24.25,True,False,True,True
2023-06-27,False,False,False,False,False,True,14917.75,15108.75,15139.75,14888.25,251.5,up,up,0.87674,True,False,normal,60.0,True,False,False,False
2023-06-28,False,False,False,False,False,True,15029.5,15139.5,15218.75,15025.5,193.25,up,up,0.589909,False,True,normal,-79.25,True,True,True,False
2023-06-29,False,False,False,False,False,True,15119.0,15103.25,15144.75,15028.5,116.25,down,down,0.643011,False,True,low,-20.5,True,True,False,False
2023-06-30,False,False,False,False,False,True,15251.75,15331.0,15376.5,15238.25,138.25,up,up,0.670886,False,False,low,148.5,True,False,True,False
2023-07-03,False,False,False,False,False,True,15355.5,15356.5,15389.75,15307.5,82.25,up,flat,0.595745,False,True,low,24.5,True,False,True,False
2023-07-04,False,False,False,False,False,True,15363.5,15344.75,15368.25,15341.0,27.25,up,down,0.137615,True,False,low,7.0,True,False,False,False
2023-07-05,False,False,False,False,False,True,15294.0,15360.0,15431.75,15292.5,139.25,up,up,0.48474,False,True,low,-50.75,False,False,True,False
2023-07-06,False,False,False,False,False,True,15196.0,15235.75,15252.25,15112.0,140.25,down,down,0.882353,True,False,low,-164.0,True,False,True,False
2023-07-07,False,False,False,False,False,True,15220.75,15183.5,15359.75,15172.0,187.75,up,down,0.061252,True,False,normal,-15.0,True,True,True,False
2023-07-10,False,False,False,False,False,True,15168.75,15190.25,15214.5,15063.5,151.0,down,up,0.839404,True,False,low,-14.75,True,False,True,False
2023-07-11,False,False,False,False,False,True,15202.0,15259.0,15279.75,15109.0,170.75,down,down,0.878477,True,False,low,11.75,True,True,True,False
2023-07-12,False,False,False,False,False,True,15430.5,15452.0,15507.75,15344.0,163.75,up,up,0.659542,False,False,low,171.5,True,False,True,False
2023-07-13,False,False,False,False,False,True,15576.0,15706.0,15741.25,15552.25,189.0,up,down,0.813492,True,False,normal,124.0,True,True,True,False
2023-07-14,False,False,False,False,False,True,15721.5,15703.0,15857.5,15658.0,199.5,up,up,0.225564,False,False,normal,15.5,True,False,True,False
2023-07-17,False,False,False,False,False,True,15729.75,15844.75,15886.75,15708.75,178.0,up,up,0.764045,False,False,normal,26.75,False,True,True,False
2023-07-18,False,False,False,False,False,True,15815.0,15972.75,16030.0,15733.5,296.5,down,down,0.806914,True,False,high,-29.75,True,False,True,True
2023-07-19,False,False,False,False,False,True,16012.75,15957.25,16062.5,15911.0,151.5,down,down,0.305281,False,False,low,40.0,True,True,True,False
2023-07-20,False,False,False,False,False,True,15833.75,15588.0,15895.0,15547.5,347.5,up,down,0.116547,True,False,high,-123.5,False,False,True,True
2023-07-21,False,False,False,False,False,True,15688.0,15537.5,15719.5,15522.25,197.25,down,down,0.077313,True,False,normal,100.0,True,True,True,False
2023-07-24,False,False,False,False,False,True,15578.5,15563.75,15618.25,15484.5,133.75,down,up,0.592523,False,True,low,41.0,True,True,True,False
2023-07-25,False,False,False,False,False,True,15588.75,15667.0,15736.0,15588.25,147.75,up,up,0.532995,False,True,low,25.0,False,False,True,False
2023-07-26,False,False,False,False,False,True,15619.25,15613.5,15684.25,15515.0,169.25,up,down,0.581979,False,True,low,-47.75,False,True,True,False
2023-07-27,False,False,False,False,False,True,15835.25,15566.0,15904.0,15512.5,391.5,up,down,0.136654,True,False,high,221.75,False,False,True,True
2023-07-28,False,False,False,False,False,True,15738.0,15849.5,15895.75,15715.5,180.25,up,up,0.743412,False,False,normal,172.0,False,False,False,False
2023-07-31,False,False,False,False,False,True,15860.25,15863.0,15905.0,15800.25,104.75,down,up,0.599045,False,True,low,10.75,True,True,True,False
2023-08-01,False,False,False,False,False,True,15796.5,15816.75,15849.25,15728.0,121.25,down,down,0.731959,False,False,low,-66.5,True,False,True,False
2023-08-02,False,False,False,False,False,True,15667.75,15468.0,15668.75,15413.25,255.5,down,down,0.214286,False,False,normal,-149.0,True,False,True,False
2023-08-03,False,False,False,False,False,True,15358.25,15431.0,15523.75,15351.0,172.75,up,down,0.463097,False,True,low,-109.75,True,True,True,False
2023-08-04,False,False,False,False,False,True,15511.75,15358.5,15610.25,15336.5,273.75,down,down,0.080365,True,False,normal,80.75,False,False,True,False
2023-08-07,False,False,False,False,False,True,15433.75,15486.25,15490.75,15334.5,156.25,down,down,0.9712,True,False,low,75.25,True,False,True,False
2023-08-08,False,False,False,False,False,True,15379.25,15350.0,15379.5,15216.25,163.25,down,down,0.819296,True,False,low,-107.0,True,True,True,False
2023-08-09,False,False,False,False,False,True,15360.75,15180.25,15369.0,15145.0,224.0,down,down,0.157366,True,False,normal,10.75,False,True,True,False
2023-08-10,False,False,False,False,False,True,15301.25,15200.75,15441.75,15136.0,305.75,up,up,0.211774,False,False,high,121.0,True,False,True,True
2023-08-11,False,False,False,False,False,True,15091.5,15101.25,15174.25,15037.25,137.0,down,up,0.467153,False,True,low,-109.25,True,True,True,False
2023-08-14,False,False,False,False,False,True,15068.0,15272.5,15273.5,15036.25,237.25,up,up,0.995785,True,False,normal,-33.25,False,False,True,False
2023-08-15,False,False,False,False,False,True,15225.0,15105.25,15259.25,15076.0,183.25,down,down,0.159618,True,False,normal,-47.5,False,True,False,False
2023-08-16,False,False,False,False,False,True,15079.75,14939.5,15144.5,14938.25,206.25,up,up,0.006061,True,False,normal,-25.5,True,True,True,False
2023-08-17,False,False,False,False,False,True,14994.25,14772.0,15008.0,14754.0,254.0,down,down,0.070866,True,False,normal,54.75,True,True,True,False
2023-08-18,False,False,False,False,False,True,14632.0,14750.25,14802.75,14609.25,193.5,up,up,0.728682,False,False,normal,-140.0,True,False,True,False
2023-08-21,False,False,False,False,False,True,14808.5,14987.0,15013.75,14788.25,225.5,up,up,0.881375,True,False,normal,58.25,True,False,True,False
2023-08-22,False,False,False,False,False,True,15091.75,14960.25,15092.25,14931.0,161.25,down,down,0.181395,True,False,low,104.75,True,True,True,False
2023-08-23,False,False,False,False,False,True,15008.75,15198.5,15242.5,14999.25,243.25,up,up,0.819116,True,False,normal,48.5,False,False,True,False
2023-08-24,False,False,False,False,False,True,15335.25,14859.0,15339.5,14855.25,484.25,down,down,0.007744,True,False,high,136.75,False,False,True,True
2023-08-25,False,False,False,False,False,True,14897.0,14977.75,15049.0,14752.75,296.25,up,down,0.759494,False,False,high,38.0,True,False,True,True
2023-08-28,False,False,False,False,False,True,15098.25,15090.75,15126.75,14983.5,143.25,down,down,0.748691,False,False,low,120.5,True,True,True,False
2023-08-29,False,False,False,False,False,True,15076.75,15413.5,15430.0,15062.25,367.75,up,up,0.955133,True,False,high,-14.0,False,False,True,True
2023-08-30,False,False,False,False,False,True,15417.0,15501.5,15524.5,15374.25,150.25,up,down,0.846922,True,False,low,3.5,True,True,True,False
2023-08-31,False,False,False,False,False,True,15492.25,15532.25,15606.75,15488.75,118.0,up,up,0.368644,False,True,low,-9.25,True,False,True,False
2023-09-01,False,False,False,False,False,True,15633.5,15520.0,15652.0,15453.5,198.5,down,down,0.335013,False,False,normal,101.25,True,False,True,False
2023-09-04,False,False,False,False,False,True,15555.0,15523.25,15578.5,15511.75,66.75,up,down,0.172285,True,False,low,35.0,False,False,False,False
2023-09-05,False,False,False,False,False,True,15481.5,15534.25,15587.0,15443.25,143.75,down,up,0.633043,False,True,low,-41.75,True,False,True,False
2023-09-06,False,False,False,False,False,True,15500.0,15398.25,15514.25,15310.5,203.75,down,down,0.430675,False,True,normal,-34.25,True,False,True,False
2023-09-07,False,False,False,False,False,True,15200.5,15277.0,15310.75,15157.5,153.25,down,up,0.779772,False,False,low,-197.75,True,False,True,False
2023-09-08,False,False,False,False,False,True,15272.75,15295.25,15390.5,15255.5,135.0,up,up,0.294444,False,False,low,-4.25,True,True,True,False
2023-09-11,False,False,False,False,False,True,15419.75,15475.0,15498.0,15338.75,159.25,down,down,0.855573,True,False,low,124.5,False,False,True,False
2023-09-12,False,False,False,False,False,True,15404.75,15302.5,15461.25,15289.5,171.75,up,down,0.075691,True,False,low,-70.25,False,False,True,False
2023-09-13,False,False,False,False,False,True,15503.75,15554.75,15620.0,15454.0,166.0,up,up,0.606928,False,True,low,201.25,True,True,True,False
2023-09-14,False,False,False,False,False,True,15619.5,15672.25,15714.75,15531.0,183.75,down,down,0.768707,False,False,normal,64.75,True,False,True,False
2023-09-15,False,False,False,False,False,True,15610.5,15391.25,15627.75,15356.75,271.0,down,down,0.127306,True,False,normal,-61.75,False,False,True,False
2023-09-18,False,False,False,False,False,True,15355.75,15413.25,15460.75,15343.25,117.5,up,up,0.595745,False,True,low,-35.5,False,True,True,False
2023-09-19,False,False,False,False,False,True,15355.0,15377.25,15408.0,15248.5,159.5,down,down,0.80721,True,False,low,-58.25,False,True,True,False
2023-09-20,False,False,False,False,False,True,15419.25,15152.0,15435.25,15148.25,287.0,down,down,0.013066,True,False,normal,42.0,False,True,True,False
2023-09-21,False,False,False,False,False,True,14988.5,14861.5,15020.0,14859.25,160.75,down,down,0.013997,True,False,low,-163.5,False,True,True,False
2023-09-22,False,False,False,False,False,True,14937.25,14867.5,15027.25,14852.75,174.5,up,up,0.084527,True,False,low,75.75,False,True,True,False
2023-09-25,False,False,False,False,False,True,14825.25,14936.75,14939.0,14782.5,156.5,up,up,0.985623,True,False,low,-42.25,True,True,True,False
2023-09-26,False,False,False,False,False,True,14825.0,14709.0,14846.0,14666.25,179.75,down,down,0.23783,False,False,normal,-111.75,False,False,True,False
2023-09-27,False,False,False,False,False,True,14753.25,14744.25,14821.25,14587.25,234.0,up,up,0.67094,False,False,normal,44.25,True,True,True,False
